kc_id,kc_route,en_name,top_module,depth,error_rate,learning_rate_b,cluster,prior_if_wrong,prior_if_correct
14,图形认知,Shape Recognition,7 Core Abilities,2.0,0.1434390456793715,0.0261654609482276,3,0.8874695863746959,0.11253041362530414
15,图形剪拼,Shape Cutting/Pasting,Extended Thinking,6.0,0.1884257664485015,0.23385995822451824,6,0.49330900243309006,0.5066909975669099
16,分割图形（不需等分）,Shape Segmentation,Extended Thinking,6.0,0.2483759502418797,0.0979276042188797,6,0.49330900243309006,0.5066909975669099
17,正方形组合图形周长,Composite Square Perimeter,Extended Thinking,6.0,0.159596517894155,4.999999999435359,6,0.49330900243309006,0.5066909975669099
18,长方形和正方形面积公式,Area Formulas for Squares & Rectangles,Extended Thinking,6.0,0.1681002723712859,0.0600220719610382,6,0.49330900243309006,0.5066909975669099
19,连线法,Connection Method,Extended Thinking,5.0,0.2183098591549295,0.23385995822451824,0,0.11800486618004868,0.8819951338199513
20,找矛盾,Finding Contradictions,Extended Thinking,6.0,0.2752119263373282,0.0003060802877938,6,0.49330900243309006,0.5066909975669099
21,排除矛盾法,Contradiction Elimination Method,Knowledge Points,4.0,0.0986964618249534,0.23385995822451824,4,0.7037712895377128,0.2962287104622871
22,半真半假,Half-True Half-False,Extended Thinking,6.0,0.1960943856794141,0.2910383663209622,6,0.49330900243309006,0.5066909975669099
23,整数倍数关系,Integer Multiple Relationships,Extended Thinking,6.0,0.1534911043974488,1.508129233038621,6,0.49330900243309006,0.5066909975669099
24,整数乘法巧算之提取公因数（普通型）,Common Factor Extraction in Integer Multiplication,Extended Thinking,5.0,0.1291939596979849,0.0290011144860531,5,0.33333333333333337,0.6666666666666666
25,直接运用分配律,Direct Application of Distributive Law,Extended Thinking,6.0,0.2548287406644347,3.3608142354277204e-05,6,0.49330900243309006,0.5066909975669099
26,整数提取公因数,Integer Common Factor Extraction,Extended Thinking,4.0,0.2003946232581082,0.3326228877842915,9,0.6076642335766423,0.39233576642335766
27,神推理,Divine Reasoning,Extended Thinking,5.0,0.235576923076923,0.23385995822451824,0,0.11800486618004868,0.8819951338199513
28,长方形正方形组合图形周长,Composite Square-Rectangle Perimeter,Extended Thinking,6.0,0.1355878634639696,1.084818563578476,6,0.49330900243309006,0.5066909975669099
29,表格法,Tabular Method,Extended Thinking,5.0,0.2035117410619843,0.1594882861530004,0,0.11800486618004868,0.8819951338199513
30,除法竖式,Division Column,Extended Thinking,6.0,0.1712200598802395,0.0782446953626459,6,0.49330900243309006,0.5066909975669099
31,表外除法计算,Beyond-Division-Table Calculations,Extended Thinking,6.0,0.1399567315693127,4.99999999999363,6,0.49330900243309006,0.5066909975669099
32,等差数列求通项,Finding the nth Term,Extended Thinking,5.0,0.1952760177488422,1.3529918733149398,0,0.11800486618004868,0.8819951338199513
33,等差数列求和,Sum of Arithmetic Sequences,Extended Thinking,5.0,0.2148650610907129,0.0516878506402241,0,0.11800486618004868,0.8819951338199513
34,整数好朋友数,"Integer ""Friendly Numbers""",Extended Thinking,6.0,0.1696470747013968,0.0919858297432975,6,0.49330900243309006,0.5066909975669099
35,中项定理应用,Middle Term Theorem Applications,Extended Thinking,5.0,0.2019820670127418,4.999999999999999,0,0.11800486618004868,0.8819951338199513
36,乘除法抵消,Multiplication/Division Cancellation,Extended Thinking,6.0,0.2022343168146662,0.2457665820855702,6,0.49330900243309006,0.5066909975669099
37,等差数列求公差,Finding Common Difference,Extended Thinking,5.0,0.1954974582425563,0.0666413232974192,0,0.11800486618004868,0.8819951338199513
38,整数除法巧算之提取公除数（普通型）,Common Divisor Extraction in Integer Division,Extended Thinking,5.0,0.1468944426869134,0.1226677818829507,5,0.33333333333333337,0.6666666666666666
39,扫雷游戏,Minesweeper,Extended Thinking,4.0,0.2047683310841205,0.087999160306528,9,0.6076642335766423,0.39233576642335766
40,长方形计数,Rectangle Counting,Extended Thinking,6.0,0.2277569392348087,0.1233037807580205,6,0.49330900243309006,0.5066909975669099
41,正方形,Squares,Extended Thinking,6.0,0.2221977598590968,0.0850903471116246,6,0.49330900243309006,0.5066909975669099
43,认识线段,Understanding Line Segments,Extended Thinking,6.0,0.2235960489051599,4.999999984193722,6,0.49330900243309006,0.5066909975669099
44,线段计数,Segment Counting,Extended Thinking,6.0,0.228083320845197,0.0957266554132802,6,0.49330900243309006,0.5066909975669099
45,间隔问题,Interval Problems,Extended Thinking,3.0,0.0764044943820224,0.23385995822451824,3,0.8874695863746959,0.11253041362530414
47,一端种树问题,One-End Planting,Knowledge Points,4.0,0.1747094047199718,0.2515765244861934,9,0.6076642335766423,0.39233576642335766
48,敲钟问题,Clock Chime Problems,Extended Thinking,5.0,0.3542466922748613,0.2351276821091904,0,0.11800486618004868,0.8819951338199513
49,两端植树问题,Both-Ends Planting,Extended Thinking,5.0,0.1396226415094339,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
50,乘法应用（顺口溜）,Multiplication Mnemonics,Extended Thinking,5.0,0.1381818181818181,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
52,两端都不种树问题,Neither-End Planting,Knowledge Points,4.0,0.3660826032540676,0.23385995822451824,1,0.9324817518248175,0.06751824817518248
53,两端种树问题,Both-Ends Planting,Knowledge Points,4.0,0.2655440414507772,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
54,爬楼梯问题,Stair Climbing Problems,Extended Thinking,5.0,0.2060907872055161,0.1747405118048855,0,0.11800486618004868,0.8819951338199513
55,基本排列的周期问题,Basic Permutation Periods,Extended Thinking,4.0,0.1960331575608183,4.99999999994565,9,0.6076642335766423,0.39233576642335766
56,单一变量还原问题,Single Variable Restoration,Extended Thinking,4.0,0.1970024110259455,0.1208322440463543,9,0.6076642335766423,0.39233576642335766
57,日期中的周期,Date-based Periods,Extended Thinking,5.0,0.2441604358662261,0.0492227552274728,0,0.11800486618004868,0.8819951338199513
58,逆运算,Inverse Operations,Extended Thinking,4.0,0.1897458158491294,4.156365293302497,9,0.6076642335766423,0.39233576642335766
59,多量还原问题,Multi-Quantity Restoration,Extended Thinking,4.0,0.1802217207887766,0.2873244815376881,9,0.6076642335766423,0.39233576642335766
60,还原问题,Restoration Problems,Extended Thinking,3.0,0.0703448275862069,0.23385995822451824,3,0.8874695863746959,0.11253041362530414
61,两量还原问题,Two-Quantity Restoration,Extended Thinking,4.0,0.2314275083715738,0.2262498624816717,9,0.6076642335766423,0.39233576642335766
62,单归一问题,Single Normalization,Extended Thinking,4.0,0.1780050874059641,0.1516098556853899,9,0.6076642335766423,0.39233576642335766
63,分一半,Halving,Extended Thinking,4.0,0.0998578535891968,0.23385995822451824,4,0.7037712895377128,0.2962287104622871
64,单人简单行程问题,Simple Single-Person Travel,Extended Thinking,5.0,0.1131362128615757,0.0827296291461756,5,0.33333333333333337,0.6666666666666666
65,双归一问题,Double Normalization,Extended Thinking,4.0,0.1996992737176577,0.7515306015588071,9,0.6076642335766423,0.39233576642335766
66,长方形周长公式,Rectangle Perimeter Formula,Knowledge Points,5.0,0.1570621468926553,0.1953983645372013,0,0.11800486618004868,0.8819951338199513
67,三角形,Triangles,Extended Thinking,6.0,0.161831224014255,4.999999999876257,6,0.49330900243309006,0.5066909975669099
68,逻辑绘图,Logic Drawing,Extended Thinking,4.0,0.0401358069601067,0.2528726775403404,4,0.7037712895377128,0.2962287104622871
69,数的周期,Number Cycles,Extended Thinking,5.0,0.2149193933034436,4.99999999999895,0,0.11800486618004868,0.8819951338199513
70,直接运用公式求单价,Using Formula to Find Unit Price,Knowledge Points,4.0,0.0186046511627906,0.23385995822451824,4,0.7037712895377128,0.2962287104622871
71,复式条形统计图,Compound Bar Charts,Knowledge Points,4.0,0.2213341530894559,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
72,数据的简单分析,Simple Data Analysis,In-Class Knowledge Points,3.0,0.1498731842287295,4.999999999999048,3,0.8874695863746959,0.11253041362530414
73,运算求解,Computational Thinking,7 Core Abilities,2.0,0.1648738004999596,4.999999999999968,3,0.8874695863746959,0.11253041362530414
74,单一对象条形图,Single-Object Bar Chart,Extended Thinking,5.0,0.4322666224506715,0.23385995822451824,2,0.7804136253041363,0.21958637469586376
75,多个对象条形图,Multi-Object Bar Chart,Extended Thinking,5.0,0.0626702997275204,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
76,条形统计图,Bar Charts,Knowledge Points,4.0,0.1365385485988501,0.0686902879720383,4,0.7037712895377128,0.2962287104622871
77,简单统计表,Simple Statistical Tables,Extended Thinking,5.0,0.1869203104296801,0.0001426722616282,0,0.11800486618004868,0.8819951338199513
78,二量容斥,Two-Quantity Inclusion-Exclusion,Extended Thinking,4.0,0.1871323035594358,0.0339038502692462,9,0.6076642335766423,0.39233576642335766
79,灵活分组,Flexible Grouping,Extended Thinking,5.0,0.2022792022792023,0.3248745291340807,0,0.11800486618004868,0.8819951338199513
80,用分组法解决基础鸡兔同笼,Grouping Method for Basic Chicken-Rabbit,Knowledge Points,4.0,0.1524617996604414,4.999999999999998,9,0.6076642335766423,0.39233576642335766
81,原型题,Prototype Problems,Extended Thinking,6.0,0.1854571197411003,0.0890337599582763,6,0.49330900243309006,0.5066909975669099
82,三量容斥,Three-Quantity Inclusion-Exclusion,Extended Thinking,4.0,0.2421866492431667,0.120839938726829,9,0.6076642335766423,0.39233576642335766
83,数码综合问题,Comprehensive Digit Problems,Extended Thinking,4.0,0.3543722745008033,1.060062393806672,1,0.9324817518248175,0.06751824817518248
84,容斥原理,Inclusion-Exclusion Principle,Extended Thinking,3.0,0.1710821733273462,0.23385995822451824,3,0.8874695863746959,0.11253041362530414
85,页码问题,Page Number Problems,Extended Thinking,3.0,0.3381858902575588,0.115808189615862,8,0.9635036496350365,0.0364963503649635
86,页码数量,Page Number Count,Extended Thinking,5.0,0.2824204251490271,0.3631383824928329,0,0.11800486618004868,0.8819951338199513
87,平行四边形的概念,Concept of Parallelogram,Extended Thinking,6.0,0.2835675015271838,0.3428018120239716,6,0.49330900243309006,0.5066909975669099
88,平行四边形的面积公式,Area Formula of Parallelogram,Extended Thinking,6.0,0.1925984372216141,0.0717344819523553,6,0.49330900243309006,0.5066909975669099
89,利用面积求周长,Finding Perimeter from Area,In-Class Question Types,5.0,0.3041125541125541,0.4357669286522166,0,0.11800486618004868,0.8819951338199513
90,认识直角梯形,Understanding Right Trapezoids,Knowledge Points,6.0,0.4852941176470588,0.23385995822451824,2,0.7804136253041363,0.21958637469586376
91,两条对角线垂直的四边形的面积求法,Area of Quadrilateral with Perpendicular Diagonals,Extended Thinking,6.0,0.2376830002005481,0.0296448743242907,6,0.49330900243309006,0.5066909975669099
92,梯形的面积公式,Area Formula of Trapezoid,Extended Thinking,6.0,0.1722808781632311,2.5541539861967952,6,0.49330900243309006,0.5066909975669099
93,公式法求梯形面积,Formula for Trapezoid Area,In-Class Question Types,5.0,0.263686855329278,4.999999999999999,0,0.11800486618004868,0.8819951338199513
94,叠加覆盖,Overlay & Coverage,Extended Thinking,5.0,0.0590551181102362,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
95,正求反求面积,Forward & Reverse Area Calculation,Knowledge Points,5.0,0.0355846042120551,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
96,用公式直接求速度,Using Formula to Find Speed,Knowledge Points,4.0,0.110774818401937,4.999999770355116,4,0.7037712895377128,0.2962287104622871
97,平行四边形边角特点,Parallelogram Side-Angle Characteristics,In-Class Knowledge Points,5.0,0.0954516335682255,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
98,梯形面积公式,Trapezoid Area Formula,Knowledge Points,4.0,0.21875,2.288747080347756e-16,9,0.6076642335766423,0.39233576642335766
99,同时出发,Same Start Time,Extended Thinking,6.0,0.2169977571291252,0.094172424522776,6,0.49330900243309006,0.5066909975669099
100,双人简单行程问题,Simple Two-Person Travel,Extended Thinking,5.0,0.2544353093898745,4.999999999999985,0,0.11800486618004868,0.8819951338199513
101,不同时出发相向而行,"Different Start Times, Opposite Directions",Extended Thinking,6.0,0.2900338655055636,0.0203484646482467,6,0.49330900243309006,0.5066909975669099
102,实践应用,Practical Application,7 Core Abilities,2.0,0.1834816482613201,0.0192424254695672,3,0.8874695863746959,0.11253041362530414
103,逻辑分析,Logical Analysis,7 Core Abilities,2.0,0.2429768358797437,4.999999999999999,3,0.8874695863746959,0.11253041362530414
104,同时出发相向而行,"Same Start Time, Opposite Directions",Extended Thinking,6.0,0.180595423603707,4.999999999280563,6,0.49330900243309006,0.5066909975669099
105,用公式直接求路程,Using Formula to Find Distance,Knowledge Points,4.0,0.2767923133776792,0.1277613003885452,9,0.6076642335766423,0.39233576642335766
106,奇数与偶数的加减规律,Addition/Subtraction Rules of Odd & Even Numbers,Extended Thinking,4.0,0.0915954327073064,0.0897326045965826,4,0.7037712895377128,0.2962287104622871
107,不同时出发,Different Start Times,Extended Thinking,6.0,0.2670482827277252,0.0429206134868386,6,0.49330900243309006,0.5066909975669099
108,奇数与偶数的应用,Applications of Odd & Even Numbers,Extended Thinking,4.0,0.1805354282663412,0.0741352674880822,9,0.6076642335766423,0.39233576642335766
109,奇数与偶数的混合计算,Mixed Calculations with Odd & Even Numbers,Extended Thinking,4.0,0.2045606787987049,0.0424203771634267,9,0.6076642335766423,0.39233576642335766
110,和与积的奇偶性,Parity of Sums & Products,In-Class Knowledge Points,5.0,0.1370023419203747,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
111,利用奇偶规律构造数,Constructing Numbers Using Parity Rules,Extended Thinking,4.0,0.172680412371134,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
112,乘法竖式谜,Multiplication Vertical Puzzles,Extended Thinking,5.0,0.2378522988863311,0.0493519373739393,0,0.11800486618004868,0.8819951338199513
113,尾数系整除特征,Last Digit-Based Divisibility Rules,Extended Thinking,5.0,0.0775109170305676,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
114,整除初识,Introduction to Divisibility,Extended Thinking,5.0,0.2482987814527615,0.0798214245332428,0,0.11800486618004868,0.8819951338199513
115,3的倍数特征,Divisibility by 3,Knowledge Points,5.0,0.2632501095050372,0.067225201137881,0,0.11800486618004868,0.8819951338199513
116,和系整除特征应用,Sum-Based Divisibility Applications,Extended Thinking,5.0,0.3315447613668455,2.697622394273056,0,0.11800486618004868,0.8819951338199513
117,奇数与偶数的认识,Understanding Odd & Even Numbers,Extended Thinking,4.0,0.2022003034901365,4.999999999999999,9,0.6076642335766423,0.39233576642335766
118,除法竖式谜,Division Vertical Puzzles,Extended Thinking,5.0,0.2996772706316274,0.544196358893041,0,0.11800486618004868,0.8819951338199513
119,表外乘法计算,Beyond-Multiplication-Table Calculations,Extended Thinking,6.0,0.1843978742605033,0.149196470634667,6,0.49330900243309006,0.5066909975669099
120,加法横式,Horizontal Addition,Extended Thinking,6.0,0.2101449275362318,0.3362565499269673,6,0.49330900243309006,0.5066909975669099
121,特殊乘积,Special Products,Extended Thinking,6.0,0.171790829063198,0.2485669357367319,6,0.49330900243309006,0.5066909975669099
122,整数加减巧算之位值原理,Place Value Principle in Integer Addition/Subtraction,Extended Thinking,5.0,0.1758544652701212,4.999999991573201,0,0.11800486618004868,0.8819951338199513
123,连续自然数长方形数表之已知位置求数,Consecutive Natural Number Rectangular Table: Position to Number,Extended Thinking,6.0,0.2581164475449423,4.999999999994468,6,0.49330900243309006,0.5066909975669099
124,连续自然数长方形数表之已知数求位置,Consecutive Natural Number Rectangular Table: Number to Position,Extended Thinking,6.0,0.2737194592583405,0.8719444916930504,6,0.49330900243309006,0.5066909975669099
125,数列与数表,Sequences & Number Tables,Extended Thinking,3.0,0.4170818505338078,0.5054006583644843,8,0.9635036496350365,0.0364963503649635
126,烙饼问题,Pancake Frying Problems,Extended Thinking,6.0,0.5393586005830904,0.23385995822451824,2,0.7804136253041363,0.21958637469586376
127,时间总和问题,Total Time Problems,Extended Thinking,6.0,0.2603746526844134,0.0799054722015087,6,0.49330900243309006,0.5066909975669099
128,调运中的统筹,Logistics Coordination,Extended Thinking,5.0,0.3512739333634856,0.1075106183613266,0,0.11800486618004868,0.8819951338199513
129,路程=速度×时间,Distance = Speed × Time,In-Class Knowledge Points,4.0,0.1619179986101459,1.4961015082784706e-05,9,0.6076642335766423,0.39233576642335766
130,追及与相遇结合,Pursuit & Encounter Combined,Extended Thinking,5.0,0.2887021809081158,0.117212015285121,0,0.11800486618004868,0.8819951338199513
131,整数简易方程,Integer Simple Equations,Knowledge Points,5.0,0.1622921765549835,0.576938270795696,0,0.11800486618004868,0.8819951338199513
132,年龄问题之差倍型,Difference-Multiple Age Problems,Extended Thinking,4.0,0.2642766497461929,0.1937751845924026,9,0.6076642335766423,0.39233576642335766
133,代数式,Algebraic Expressions,Extended Thinking,5.0,0.2226062910473557,0.1871651060664612,0,0.11800486618004868,0.8819951338199513
134,一元一次方程解应用题,Linear Equations in One Variable,Extended Thinking,4.0,0.2567595247849242,0.0924941648238228,9,0.6076642335766423,0.39233576642335766
135,整数系数方程,Integer Coefficient Equations,Extended Thinking,5.0,0.2053845210352017,0.0082171495922831,0,0.11800486618004868,0.8819951338199513
136,相遇问题求路程和,Encounter Problems: Finding Sum of Distances,Knowledge Points,4.0,0.2813953488372093,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
137,列方程解应用题,Equation-based Word Problems,Extended Thinking,3.0,0.1291649526943644,0.2249139724725786,3,0.8874695863746959,0.11253041362530414
138,最短路线,Shortest Routes,Extended Thinking,5.0,0.2206870342974253,4.999999999999357,0,0.11800486618004868,0.8819951338199513
139,正方形周长,Square Perimeter,Extended Thinking,6.0,0.1614944875459371,0.0600872820493751,6,0.49330900243309006,0.5066909975669099
140,巧求周长,Clever Perimeter Finding,Extended Thinking,5.0,0.2273071868998281,0.730586382223548,0,0.11800486618004868,0.8819951338199513
141,不规则多边形的周长,Perimeter of Irregular Polygons,Extended Thinking,6.0,0.2818477818477818,0.23385995822451824,6,0.49330900243309006,0.5066909975669099
143,用枚举法找出最值,Finding Max/Min via Enumeration,Knowledge Points,4.0,0.0307333615938957,0.23385995822451824,4,0.7037712895377128,0.2962287104622871
144,卡片组数,Card Number Formation,Extended Thinking,6.0,0.3063437373327928,4.9999999999999005,6,0.49330900243309006,0.5066909975669099
145,图文加法竖式数字谜,Pictorial Addition Vertical Puzzles,Extended Thinking,5.0,0.3180575993273071,0.0830184148290938,0,0.11800486618004868,0.8819951338199513
146,乘法竖式,Multiplication Column,Extended Thinking,6.0,0.2172047205695894,0.0734291249460375,6,0.49330900243309006,0.5066909975669099
147,先归一再归总,"First Normalize, Then Generalize",Extended Thinking,4.0,0.2138697723663314,0.0732975831945762,9,0.6076642335766423,0.39233576642335766
148,直接求平均数,Direct Average Calculation,Extended Thinking,5.0,0.1955323469683783,4.999999999999999,0,0.11800486618004868,0.8819951338199513
149,综合题普通型,General Comprehensive Problems,Extended Thinking,5.0,0.2665619645916619,1.3840981851428966,0,0.11800486618004868,0.8819951338199513
150,加权平均数,Weighted Average,Extended Thinking,5.0,0.3908636897767332,0.2380646550731195,2,0.7804136253041363,0.21958637469586376
151,平均数问题,Average Problems,Extended Thinking,3.0,0.4310915104740904,0.23385995822451824,8,0.9635036496350365,0.0364963503649635
152,分数加减,Fraction Addition/Subtraction,Extended Thinking,5.0,0.2390327081072702,0.2659056426522051,0,0.11800486618004868,0.8819951338199513
153,分数的性质,Properties of Fractions,Extended Thinking,5.0,0.3641691084135621,0.3555932231089589,0,0.11800486618004868,0.8819951338199513
154,分数的意义,Meaning of Fractions,Extended Thinking,5.0,0.1728517782195714,4.999999999980105,0,0.11800486618004868,0.8819951338199513
155,树形图,Tree Diagrams,Extended Thinking,4.0,0.2702955082742316,0.0438452538177329,9,0.6076642335766423,0.39233576642335766
156,图文周期,Pictorial Periods,Extended Thinking,4.0,0.2513240250361098,1.4017719236183751e-05,9,0.6076642335766423,0.39233576642335766
157,环形操作周期问题,Cyclic Operation Periods,Extended Thinking,4.0,0.2678578918669519,0.0757000420234769,9,0.6076642335766423,0.39233576642335766
158,圆周中的周期,Circular Periods,Extended Thinking,4.0,0.2671863926293409,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
159,数列找规律填数,Finding Missing Numbers in Sequences,Extended Thinking,5.0,0.0943965517241379,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
160,奇数与偶数的乘法规律,Multiplication Rules of Odd & Even Numbers,Extended Thinking,4.0,0.1332882926358459,0.0001330036526057,4,0.7037712895377128,0.2962287104622871
161,整数乘法巧算之分配律,Distributive Law in Integer Multiplication,Extended Thinking,5.0,0.3537805133944184,0.2078593280668106,0,0.11800486618004868,0.8819951338199513
162,整数除法巧算之类分配律,Distributive Law in Integer Division,Extended Thinking,5.0,0.2413299525601177,4.999999999991205,0,0.11800486618004868,0.8819951338199513
163,商不变性质,Quotient Invariance Property,In-Class Knowledge Points,5.0,0.4466340848179095,0.4403399239826929,2,0.7804136253041363,0.21958637469586376
164,整数乘除法巧算,Integer Multiplication/Division Tricks,Extended Thinking,5.0,0.1621564704643571,0.1060419328200839,0,0.11800486618004868,0.8819951338199513
165,公式法求长方形正方形面积,Formula for Rectangle/Square Area,In-Class Question Types,5.0,0.1927120776419842,0.2335961767854497,0,0.11800486618004868,0.8819951338199513
166,两量和倍,Sum of Two Quantities with Multiples,Extended Thinking,6.0,0.206418767446233,0.0179883578365974,6,0.49330900243309006,0.5066909975669099
167,两量倍,Two-Quantity Multiples,Extended Thinking,5.0,0.2052173913043478,0.2064307378931942,0,0.11800486618004868,0.8819951338199513
168,多量和倍,Sum of Multiple Quantities with Multiples,Extended Thinking,6.0,0.2195135208588123,1.0449024970155785,6,0.49330900243309006,0.5066909975669099
169,除法的实际应用,Practical Division Applications,Knowledge Points,5.0,0.2188290215911301,0.1260162239023592,0,0.11800486618004868,0.8819951338199513
170,已知两量之间倍数关系和两量之和，求两个量,Given Multiple Relationship and Sum of Two Quantities,Knowledge Points,4.0,0.2410207374648897,1.0374768319037917,9,0.6076642335766423,0.39233576642335766
171,已知两量之间倍数关系和一份量，求多份量,"Given Multiple Relationship and One-Unit Quantity, Find Multiple-Unit Quantity",Knowledge Points,4.0,0.2562893081761006,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
172,非整数倍差倍剩余,Non-integer Multiple Difference with Remainder,Extended Thinking,6.0,0.2895292282279526,2.2385686286024654e-20,6,0.49330900243309006,0.5066909975669099
173,非整数倍差倍不足,Non-integer Multiple Difference with Shortage,Extended Thinking,6.0,0.2951502904773933,0.226239896030443,6,0.49330900243309006,0.5066909975669099
174,多量差倍,Multi-Quantity Difference-Multiple,Extended Thinking,5.0,0.1849928168858437,0.1864321016883579,0,0.11800486618004868,0.8819951338199513
175,和差倍问题,"Sum, Difference, Multiple Problems",Extended Thinking,3.0,0.1537739783152627,0.1077757156336162,3,0.8874695863746959,0.11253041362530414
176,变化的比多少应用题,Changing Comparison Problems,Extended Thinking,4.0,0.3263414250923089,0.0538969948574874,1,0.9324817518248175,0.06751824817518248
177,已知两量之间倍数关系和两量之差，求两个量,Given Multiple Relationship and Difference of Two Quantities,Knowledge Points,4.0,0.1953535063817582,0.0010570655719414,9,0.6076642335766423,0.39233576642335766
178,减法的实际应用,Practical Subtraction Applications,In-Class Knowledge Points,5.0,0.2243075525957318,0.23385995822451824,0,0.11800486618004868,0.8819951338199513
179,整数差倍,Integer Difference-Multiple,Extended Thinking,6.0,0.2326423328704622,0.023259201227514,6,0.49330900243309006,0.5066909975669099
180,暗差型二量差倍问题,Hidden Difference Multiple,Extended Thinking,6.0,0.2162778379125308,0.09646840802511,6,0.49330900243309006,0.5066909975669099
181,区分大月和小月,Distinguishing Large and Small Months,Knowledge Points,5.0,0.3894414690130069,0.23385995822451824,2,0.7804136253041363,0.21958637469586376
182,计算星期几,Calculating Day of Week,Knowledge Points,5.0,0.2603272685661975,0.0897688168045525,0,0.11800486618004868,0.8819951338199513
183,奇数阶幻方填法,Odd-Order Magic Square Construction,Extended Thinking,5.0,0.2127154310973172,0.0644386467678349,0,0.11800486618004868,0.8819951338199513
184,长方形数表中日期周期,Date Periods in Rectangular Number Tables,Knowledge Points,4.0,0.2262262262262262,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
185,变形幻方,Deformed Magic Squares,Extended Thinking,4.0,0.2222448563862293,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
186,从统计图表中获取信息,Extracting Information from Statistical Charts,Knowledge Points,4.0,0.2690148034711587,0.23385995822451824,9,0.6076642335766423,0.39233576642335766
187,一笔画判断,One-Stroke Drawing Judgment,Extended Thinking,5.0,0.1785767345119596,4.99999999999996,0,0.11800486618004868,0.8819951338199513
188,一笔画的应用,Applications of One-Stroke Drawing,Extended Thinking,5.0,0.1871947158081705,4.999977278427616,0,0.11800486618004868,0.8819951338199513
190,标准六宫,6x6 Standard Sudoku,Extended Thinking,6.0,0.2048153034300791,0.2846503189629024,6,0.49330900243309006,0.5066909975669099
191,认识直角、锐角和钝角,"Understanding Right, Acute & Obtuse Angles",Knowledge Points,5.0,0.0587573165240882,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
192,角的认知,Understanding Angles,Extended Thinking,6.0,0.071036092655773,0.0716305467177923,10,0.8381995133819952,0.16180048661800486
193,多位小数的写法,Writing Multi-Digit Decimals,Knowledge Points,7.0,0.0872992700729927,0.3408737537581048,10,0.8381995133819952,0.16180048661800486
194,多位小数比较大小,Multi-Digit Decimal Comparison,Knowledge Points,5.0,0.1855022831050228,1.0558947372924825,0,0.11800486618004868,0.8819951338199513
195,小数加减竖式计算,Column Addition/Subtraction of Decimals,Extended Thinking,5.0,0.0364689309751134,0.23385995822451824,5,0.33333333333333337,0.6666666666666666
