case,student_id,fast_error_rate,slow_correct_rate,timeout_rate,time_on_easy_share,carelessness,negation_error_gap,context_switch_cost,cognitive_load_sensitivity,end_of_match_decay,pressure_sensitivity,mean_tau,error_rate
knowledge_absence,knowledge_absence_29,0.0,0.625,0.48333333333333334,0.5173623822113929,0.6521739130434783,0.30188679245283023,-0.2152133580705009,0.30705021750980704,0.19999999999999996,-0.1454545454545455,1.0119309804972845,0.7333333333333333
knowledge_absence,knowledge_absence_30,0.0,0.6666666666666666,0.4666666666666667,0.5174135714881448,0.6153846153846154,0.23076923076923073,-0.12,0.09435439694056375,0.0,-0.14814814814814814,1.058029490910414,0.8
knowledge_absence,knowledge_absence_31,0.0,0.5714285714285714,0.43333333333333335,0.5134538972262073,0.6153846153846154,0.015873015873015928,-0.08333333333333337,0.2120547573233179,-0.6000000000000001,0.2222222222222222,1.0018078209364734,0.7666666666666667
knowledge_absence,knowledge_absence_32,0.0,0.42857142857142855,0.45,0.6834141006952761,0.7352941176470589,0.06307977736549175,-0.125,-0.08182358286563017,-0.4,-0.2857142857142857,1.0326013897476078,0.7666666666666667
knowledge_absence,knowledge_absence_33,0.0,0.4444444444444444,0.55,0.5160231689400347,0.7777777777777778,0.09328968903436996,0.10310965630114566,-0.020591942822676398,0.19999999999999996,0.10248447204968947,1.0605199233876141,0.85
knowledge_absence,knowledge_absence_34,0.0,0.7692307692307693,0.6166666666666667,0.5096545716027918,0.7916666666666666,-0.14583333333333337,0.26797385620915026,-0.15175091277817357,0.4,0.23636363636363633,1.1218234435338275,0.7833333333333333
knowledge_absence,knowledge_absence_35,0.0,0.5625,0.4,0.6559072570712169,0.6551724137931034,0.16149068322981364,-0.125,-0.06874343133979205,-0.19999999999999996,-0.18328840970350413,1.0439992025354514,0.7333333333333333
knowledge_absence,knowledge_absence_36,0.0,0.375,0.55,0.5183057621074522,0.8181818181818182,0.0,0.026186579378068786,-0.04470802486715503,0.0,-0.13461538461538458,1.1125016499270017,0.8666666666666667
knowledge_absence,knowledge_absence_37,0.0,0.25,0.4666666666666667,0.5701834298390706,0.9565217391304348,-0.1925465838509317,0.006211180124223614,-0.17643287307036273,-0.19999999999999996,0.08333333333333337,1.0093370676947935,0.9333333333333333
knowledge_absence,knowledge_absence_38,0.0,0.25,0.5,0.5946356410726613,0.84,-0.27884615384615385,0.0,-0.1956852700651152,0.20000000000000007,0.1428571428571429,1.0904019297356835,0.8666666666666667
knowledge_absence,knowledge_absence_39,0.0,0.5714285714285714,0.5,0.5297117530816725,0.7083333333333334,-0.04823747680890533,0.20000000000000007,0.148079136005922,0.0,-0.125,1.0031186719997032,0.7666666666666667
knowledge_absence,knowledge_absence_40,0.0,0.375,0.5,0.6426082374808478,0.9354838709677419,0.040000000000000036,0.10457516339869277,-0.027476848387989278,0.0,-0.010781671159029727,1.071422802784501,0.8666666666666667
knowledge_absence,knowledge_absence_41,0.0,0.5555555555555556,0.4666666666666667,0.5872828865805941,0.7333333333333333,0.04575163398692805,-0.06000000000000005,0.23380051603955002,0.0,0.008086253369272156,1.0275498392982074,0.85
knowledge_absence,knowledge_absence_42,0.0,0.5,0.5833333333333334,0.5711148850363351,0.72,0.0,-0.16770186335403725,-0.13392191710650958,0.0,0.23076923076923073,1.0935924039453748,0.8
knowledge_absence,knowledge_absence_43,0.0,0.5,0.5,0.5521126899374192,0.5416666666666666,0.1855287569573284,0.14842300556586274,0.21425980925994118,0.0,-0.08000000000000007,1.0747274600284988,0.6666666666666666
knowledge_absence,knowledge_absence_44,0.0,1.0,0.6333333333333333,0.4937996421609438,0.84,0.02083333333333326,0.08333333333333326,0.08700668893218341,0.0,0.02083333333333326,1.098957185930084,0.9
knowledge_absence,knowledge_absence_45,0.0,0.6666666666666666,0.45,0.5523169309250414,0.8571428571428571,-0.125,0.02083333333333326,0.1313762196138827,0.19999999999999996,-0.05999999999999994,1.0372422007816129,0.85
knowledge_absence,knowledge_absence_46,0.0,0.5555555555555556,0.5333333333333333,0.5065012506904945,0.6666666666666666,0.12,0.03921568627450989,-0.32229194860341304,-0.4,-0.07792207792207795,1.1070000414341175,0.7
knowledge_absence,knowledge_absence_47,0.0,0.2222222222222222,0.5666666666666667,0.5699410194854404,0.7931034482758621,-0.10310965630114566,-0.072356215213358,0.12327674827851179,0.19999999999999996,-0.125,1.082433177244552,0.85
knowledge_absence,knowledge_absence_48,0.0,0.5,0.48333333333333334,0.4040211810456855,0.8636363636363636,0.08074534161490687,0.10559006211180122,-0.14066675504603618,0.0,0.02614379084967311,1.1006573512459046,0.8666666666666667
knowledge_absence,knowledge_absence_49,0.0,0.5,0.6,0.5938147084526276,0.7241379310344828,0.17439703153988861,-0.00327332242225864,0.12882303013878663,0.0,-0.2708719851576995,1.1203973347884721,0.7666666666666667
knowledge_absence,knowledge_absence_50,0.0,0.2857142857142857,0.5333333333333333,0.4989043858633894,0.8636363636363636,0.03153988868274582,-0.05900621118012428,-0.0708491603468448,0.4,0.03153988868274582,1.139194912693089,0.8833333333333333
knowledge_absence,knowledge_absence_51,0.0,0.375,0.4166666666666667,0.5718750910458689,0.8571428571428571,0.0,-0.040000000000000036,0.055913111773514844,0.0,0.02614379084967311,1.0122674992621952,0.8666666666666667
knowledge_absence,knowledge_absence_52,0.0,0.1111111111111111,0.5166666666666667,0.590773721565374,0.8275862068965517,-0.10317460317460314,-0.072356215213358,0.24602550793409114,-0.19999999999999996,-0.20370370370370372,1.0737926472399624,0.85
knowledge_absence,knowledge_absence_53,0.0,0.5909090909090909,0.5666666666666667,0.6287922800860497,0.4642857142857143,-0.040000000000000036,0.022913256955810146,0.11257941212966048,-0.4,0.30065359477124176,1.146329092855116,0.6333333333333333
knowledge_absence,knowledge_absence_54,0.0,0.6428571428571429,0.4666666666666667,0.6365765446138255,0.75,-0.20000000000000007,0.04823747680890533,0.23833364983850533,-0.19999999999999996,0.06307977736549175,1.1316124679529673,0.7666666666666667
knowledge_absence,knowledge_absence_55,0.0,0.391304347826087,0.43333333333333335,0.5695766355260122,0.5555555555555556,-0.1322207958921695,0.14583333333333337,-0.002600978487447699,-0.2,0.13543599257884975,1.0891369027849003,0.6166666666666667
knowledge_absence,knowledge_absence_56,0.0,0.5555555555555556,0.5333333333333333,0.5970555297649653,0.8461538461538461,0.028846153846153855,0.15027829313543595,0.2364383084717538,-0.19999999999999996,0.028846153846153855,1.1099755111616854,0.85
knowledge_absence,knowledge_absence_57,0.0,0.16666666666666666,0.4666666666666667,0.36921444469383424,0.8235294117647058,0.011131725417439675,0.0,-0.2840082014362447,0.0,0.12765957446808507,1.0576151782433214,0.9
knowledge_absence,knowledge_absence_58,0.0,0.5,0.48333333333333334,0.5216520301182289,0.8333333333333334,-0.04444444444444451,0.08000000000000007,0.10927542205658997,-0.4,-0.019230769230769273,1.0467219825335203,0.7666666666666667
knowledge_absence,knowledge_absence_59,0.0,0.7272727272727273,0.5833333333333334,0.45549538178676435,0.75,0.21999999999999997,-0.11317254174397029,0.057409585643615424,0.19999999999999996,0.0018552875695733162,1.090880449526408,0.8166666666666667
knowledge_absence,knowledge_absence_60,0.0,0.5,0.48333333333333334,0.6149187122278122,0.7931034482758621,-0.48,-0.10457516339869277,-0.1301156591685377,0.0,-0.0625,1.125674728651392,0.8
knowledge_absence,knowledge_absence_61,0.0,0.5833333333333334,0.48333333333333334,0.5566062694849695,0.8275862068965517,0.14583333333333326,-0.0888888888888889,0.21573235117866316,0.0,0.2222222222222222,0.9886356721385733,0.8
knowledge_absence,knowledge_absence_62,0.0,0.6666666666666666,0.48333333333333334,0.516749551608736,0.85,-0.08385093167701863,0.051136363636363646,0.25078913286621085,0.19999999999999996,0.008086253369272156,1.049336383761458,0.85
knowledge_absence,knowledge_absence_63,0.0,0.5833333333333334,0.5,0.4941041114229248,0.7692307692307693,0.2666666666666667,-0.08653846153846156,0.14958882128441234,0.19999999999999996,0.0646900269541778,1.0482268304177575,0.8
knowledge_absence,knowledge_absence_64,0.0,0.75,0.48333333333333334,0.6608067226583572,0.7058823529411765,-0.0492476060191519,0.0,0.05870917038018222,0.20000000000000007,0.04166666666666674,1.0199443325669841,0.8
knowledge_absence,knowledge_absence_65,0.0,0.4166666666666667,0.5166666666666667,0.5721361753208468,0.76,-0.02614379084967322,0.03927986906710301,0.037281568680178026,0.19999999999999996,0.26086956521739135,1.0605727849473412,0.8
knowledge_absence,knowledge_absence_66,0.0,0.5384615384615384,0.4666666666666667,0.534964143671406,0.8260869565217391,-0.06864564007421148,-0.125,0.005852483912887063,0.20000000000000007,-0.13725490196078438,1.0056081131067456,0.7833333333333333
knowledge_absence,knowledge_absence_67,0.019230769230769232,0.375,0.4,0.46383415705439707,0.7692307692307693,-0.1777777777777778,-0.07201309328968908,-0.18252215822290355,0.19999999999999996,-0.125,0.9679994013305844,0.8666666666666667
knowledge_absence,knowledge_absence_68,0.0,0.7142857142857143,0.55,0.5283511748532529,0.7037037037037037,0.0625,-0.04444444444444451,0.046710782974136764,0.19999999999999996,-0.11111111111111116,1.0541257858752149,0.7666666666666667
knowledge_absence,knowledge_absence_69,0.0,0.7272727272727273,0.6,0.46926719021991187,0.75,-0.04575163398692805,0.060556464811783894,0.12903326854186734,-0.4,0.0018552875695733162,1.1366851444523516,0.8166666666666667
knowledge_absence,knowledge_absence_70,0.0,0.3333333333333333,0.38333333333333336,0.559495133563488,0.75,0.0,-0.23076923076923073,0.06298193338757388,-0.6,-0.25876010781671166,0.9515723582382657,0.8
knowledge_absence,knowledge_absence_71,0.0,0.7692307692307693,0.5833333333333334,0.43834157433820203,0.7272727272727273,0.10576923076923073,0.12962962962962965,0.01610573165083462,0.0,-0.006535947712418277,1.0880520195632208,0.7833333333333333
knowledge_absence,knowledge_absence_72,0.0,0.6153846153846154,0.5333333333333333,0.5807719635068505,0.7586206896551724,-0.04166666666666663,0.038461538461538436,-0.11494953062822391,0.19999999999999996,-0.006535947712418277,1.0677453195109183,0.7833333333333333
knowledge_absence,knowledge_absence_73,0.0,0.5,0.6,0.42623898549174305,0.5416666666666666,0.15527950310559002,0.0,0.32433587529754915,-0.19999999999999996,-0.2909090909090909,1.069589114154546,0.6666666666666666
knowledge_absence,knowledge_absence_74,0.0,0.5,0.5166666666666667,0.6366588563005263,0.5862068965517241,0.09615384615384615,-0.130718954248366,-0.07596835491319145,0.0,-0.18518518518518523,1.0829998441405972,0.6666666666666666
knowledge_absence,knowledge_absence_75,0.0,0.6363636363636364,0.5666666666666667,0.5971382620368418,0.75,-0.17647058823529416,0.04575163398692805,-0.17145303677937831,-0.4,-0.30718954248366015,1.1759637092709936,0.8166666666666667
knowledge_absence,knowledge_absence_76,0.0,0.7272727272727273,0.5166666666666667,0.48590808090482274,0.8846153846153846,-0.27762803234501354,-0.15555555555555556,0.01970988570432228,0.4,-0.11590296495956875,1.0179898371678098,0.8166666666666667
knowledge_absence,knowledge_absence_77,0.0,0.5454545454545454,0.5333333333333333,0.5655693687989838,0.7083333333333334,-0.005681818181818232,-0.06730769230769229,-0.02194101349973842,0.0,0.11317254174397029,1.0842047046999423,0.8166666666666667
knowledge_absence,knowledge_absence_78,0.0,0.25,0.45,0.49416469831798815,0.8260869565217391,-0.23529411764705888,-0.07201309328968908,-0.07120182359284415,0.0,0.040000000000000036,1.027625095408263,0.8666666666666667
knowledge_absence,knowledge_absence_79,0.0,0.6153846153846154,0.4666666666666667,0.48444328452925084,0.7391304347826086,-0.14583333333333337,-0.0625,0.1578010747178172,0.20000000000000007,-0.006535947712418277,1.0208676664916476,0.7833333333333333
knowledge_absence,knowledge_absence_80,0.0,0.2857142857142857,0.43333333333333335,0.5278320617799894,0.8695652173913043,-0.0625,-0.14583333333333337,-0.0679277495842541,0.4,-0.07977736549165115,1.0493354942687483,0.8833333333333333
knowledge_absence,knowledge_absence_81,0.0,0.42857142857142855,0.5166666666666667,0.6075133529629593,0.75,-0.125,-0.19967266775777415,0.1331538364066453,-0.4,0.036363636363636376,1.0817281825699345,0.7666666666666667
knowledge_absence,knowledge_absence_82,0.0,0.5,0.4666666666666667,0.44163260140088667,0.6363636363636364,0.09150326797385622,0.20621931260229132,-0.07275368825617863,0.20000000000000007,0.0625,1.052181255465542,0.7
knowledge_absence,knowledge_absence_83,0.0,0.3333333333333333,0.5333333333333333,0.4463504617194672,0.6818181818181818,0.0,-0.08653846153846156,-0.17327180505467707,0.4,0.13358070500927643,1.0960354597600426,0.8
knowledge_absence,knowledge_absence_84,0.0,0.4,0.6666666666666666,0.4947227361443356,0.7619047619047619,0.065359477124183,-0.18181818181818177,-0.014629756236397144,0.19999999999999996,-0.01855287569573283,1.1724743732532708,0.8333333333333334
knowledge_absence,knowledge_absence_85,0.0,0.4375,0.5166666666666667,0.49591721079973156,0.782608695652174,-0.125,0.024844720496894346,0.16279112098032536,0.0,0.16346153846153844,1.0524562170007266,0.7333333333333333
knowledge_absence,knowledge_absence_86,0.0,0.5,0.6,0.4883902548523118,0.9090909090909091,0.07692307692307687,0.013093289689034338,0.13170285880538118,-0.19999999999999996,-0.18300653594771243,1.1804278730803963,0.9333333333333333
knowledge_absence,knowledge_absence_87,0.0,0.7142857142857143,0.5,0.5532709578012416,0.6551724137931034,-0.09492635024549922,-0.1014729950900164,0.09114969459576713,0.4,-0.2962962962962963,1.0424643480516798,0.7666666666666667
knowledge_absence,knowledge_absence_88,0.0,0.5,0.5666666666666667,0.5289780532455435,0.76,-0.27083333333333326,0.03927986906710301,0.14783993060903078,-0.19999999999999996,0.12,1.090348416311795,0.8
knowledge_absence,knowledge_absence_89,0.0,0.4444444444444444,0.4166666666666667,0.6309595858146424,0.8666666666666667,-0.15027829313543595,0.10310965630114566,-0.048993667894797456,0.4,-0.3153638814016173,1.006130456795293,0.85
knowledge_absence,knowledge_absence_90,0.0,0.4444444444444444,0.48333333333333334,0.5497510483887732,0.7692307692307693,0.14814814814814814,-0.0625,0.05827139405763886,0.0,-0.14555256064690025,1.068331127978041,0.7
knowledge_absence,knowledge_absence_91,0.0,0.46153846153846156,0.5166666666666667,0.4803608762420973,0.75,-0.11620294599018,-0.12418300653594772,-0.048031095783992964,-0.20000000000000007,0.26530612244897955,1.0528463118222549,0.7833333333333333
knowledge_absence,knowledge_absence_92,0.0,0.4,0.4666666666666667,0.5531057987683698,0.7407407407407407,0.04444444444444451,0.09575923392612862,0.10932182475617358,-0.19999999999999996,0.065359477124183,1.0784262174417434,0.8333333333333334
knowledge_absence,knowledge_absence_93,0.0,0.4375,0.5,0.5365440080877658,0.76,-0.23295454545454541,-0.10389610389610393,0.17678955333048016,0.0,0.16346153846153844,1.0429286529928494,0.7333333333333333
knowledge_absence,knowledge_absence_94,0.0,0.5714285714285714,0.5333333333333333,0.6692975366003207,0.6944444444444444,0.07407407407407407,-0.2545454545454545,-0.19492785885207037,0.19999999999999996,0.040000000000000036,1.053612821484381,0.7666666666666667
knowledge_absence,knowledge_absence_95,0.0,0.625,0.38333333333333336,0.48787509583981,0.8461538461538461,0.051948051948051965,-0.08074534161490687,0.018425969996960886,0.0,-0.14583333333333337,0.9904305422251373,0.8666666666666667
knowledge_absence,knowledge_absence_96,0.0,0.5,0.5833333333333334,0.5992511405191311,0.7857142857142857,0.07453416149068315,-0.08653846153846156,-0.2450807835547317,0.19999999999999996,0.24489795918367352,1.1115128886861985,0.8
knowledge_absence,knowledge_absence_97,0.0,0.4166666666666667,0.55,0.49268259836565126,0.7916666666666666,-0.03927986906710301,0.2003710575139147,-0.1716218246168089,0.4,0.12,1.0495946956813496,0.8
knowledge_absence,knowledge_absence_98,0.0,0.4166666666666667,0.4666666666666667,0.5201134120494437,0.6666666666666666,0.1571194762684125,-0.2222222222222222,-0.261884117896522,-0.20000000000000007,0.02226345083487946,1.0580431413611289,0.8
knowledge_absence,knowledge_absence_99,0.0,0.38461538461538464,0.4666666666666667,0.5911895771707276,0.75,-0.11620294599018,-0.10576923076923073,-0.5065082142910879,0.0,-0.20000000000000007,0.9988305870077531,0.7833333333333333
knowledge_absence,knowledge_absence_100,0.0,0.4,0.55,0.6991861665243398,0.7352941176470589,0.09276437847866414,0.1960784313725491,-0.08827807558799106,0.19999999999999996,-0.039999999999999925,1.0565552584608982,0.8333333333333334
knowledge_absence,knowledge_absence_101,0.0,0.3076923076923077,0.5333333333333333,0.5306877425980691,0.7692307692307693,-0.04166666666666663,-0.15398886827458258,0.09910179761931363,-0.6000000000000001,-0.018003273322422242,1.0860365749475702,0.7833333333333333
knowledge_absence,knowledge_absence_102,0.0,0.45454545454545453,0.38333333333333336,0.5526794039471807,0.782608695652174,-0.14,-0.04582210242587592,-0.17527215737144253,0.19999999999999996,-0.018181818181818188,1.0171906749913437,0.8166666666666667
knowledge_absence,knowledge_absence_103,0.0,0.6,0.4166666666666667,0.580586064255142,0.7931034482758621,-0.1298701298701298,0.1298701298701298,-0.09938082313035468,-0.19999999999999996,0.196078431372549,1.0059841388216424,0.8333333333333334
knowledge_absence,knowledge_absence_104,0.0,0.5,0.5,0.4190792930907855,0.65,-0.08000000000000007,0.20000000000000007,-0.08082375220855012,0.4,-0.2222222222222222,1.0794889379573462,0.7666666666666667
knowledge_absence,knowledge_absence_105,0.0,0.5,0.5,0.5481939651380904,0.7857142857142857,-0.2222222222222222,-0.024844720496894346,-0.1914303535562387,-0.19999999999999996,0.040000000000000036,1.0696762649845895,0.7666666666666667
knowledge_absence,knowledge_absence_106,0.0,0.2857142857142857,0.43333333333333335,0.6069679324621079,0.9230769230769231,0.14,-0.006535947712418277,-0.06044816211352032,0.19999999999999996,-0.22000000000000008,0.9895548283142642,0.8833333333333333
knowledge_absence,knowledge_absence_107,0.0,0.5,0.48333333333333334,0.5783730176428096,0.7272727272727273,0.08333333333333337,-0.16000000000000003,-0.003841015299631235,0.19999999999999996,-0.15955473098330242,1.015773747104366,0.7666666666666667
knowledge_absence,knowledge_absence_108,0.0,0.38461538461538464,0.5,0.4679344034261856,0.8518518518518519,-0.018003273322422242,0.31481481481481477,0.0706472567778658,0.6,-0.10000000000000009,1.089131506411134,0.7833333333333333
knowledge_absence,knowledge_absence_109,0.0,0.47058823529411764,0.4666666666666667,0.44285940584580213,0.52,-0.10576923076923073,-0.07189542483660127,0.08265110968684894,0.0,-0.05555555555555558,1.1046646621650937,0.7166666666666667
knowledge_absence,knowledge_absence_110,0.0,0.3333333333333333,0.38333333333333336,0.534130326548492,0.7857142857142857,0.19148936170212771,0.125,-0.17304981553320742,-0.20000000000000007,0.072356215213358,1.0284064074742612,0.85
knowledge_absence,knowledge_absence_111,0.0,0.6,0.48333333333333334,0.5513260336381456,0.7692307692307693,-0.013679890560875596,-0.08000000000000007,-0.016935977443533368,0.0,-0.09615384615384615,1.0477690416331729,0.8333333333333334
knowledge_absence,knowledge_absence_112,0.0,0.375,0.43333333333333335,0.5062311151595744,0.7142857142857143,0.019230769230769273,0.0,-0.11454522296541479,0.4,-0.040000000000000036,1.0075488750847936,0.7333333333333333
knowledge_absence,knowledge_absence_113,0.0,0.47058823529411764,0.43333333333333335,0.4542657820473253,0.6086956521739131,0.06710310965630117,0.20964749536178107,0.012218618483304751,-0.20000000000000007,-0.12451861360718874,1.0559716373448649,0.7166666666666667
knowledge_absence,knowledge_absence_114,0.02040816326530612,0.6363636363636364,0.5333333333333333,0.6577879812284896,0.8235294117647058,0.1964285714285714,-0.08496732026143783,0.0849042515750324,0.4,0.1358428805237316,1.1322145659932625,0.8166666666666667
knowledge_absence,knowledge_absence_115,0.0,0.6,0.4666666666666667,0.5052574852338133,0.8148148148148148,0.04444444444444451,0.01855287569573283,-0.5312668632900789,0.19999999999999996,-0.039999999999999925,1.069474470792539,0.8333333333333334
knowledge_absence,knowledge_absence_116,0.0,0.46153846153846156,0.45,0.3889747399512095,0.7391304347826086,-0.24444444444444446,0.13725490196078438,0.07717467255864088,0.4,0.10576923076923073,1.0213273870638244,0.7833333333333333
knowledge_absence,knowledge_absence_117,0.0,0.3,0.48333333333333334,0.5262324184748775,0.8214285714285714,0.04807692307692313,-0.09276437847866414,-0.12086736702121326,0.0,0.11456628477905084,1.095057276431068,0.8333333333333334
knowledge_absence,knowledge_absence_118,0.0,0.42857142857142855,0.5166666666666667,0.5927395468638332,0.8235294117647058,0.1428571428571429,0.19109461966604824,-0.1526680662070859,-0.19999999999999996,0.13207547169811318,1.0500080934311942,0.8833333333333333
knowledge_absence,knowledge_absence_119,0.0,0.38461538461538464,0.4666666666666667,0.7194804992772711,0.6944444444444444,0.12418300653594772,0.21440261865793775,0.23819977849993537,0.19999999999999996,0.2549019607843137,1.0735957610874176,0.7833333333333333
weak_prior_knowledge,weak_prior_knowledge_0,0.0,0.8571428571428571,0.9,0.6451055474876553,0.4482758620689655,-0.0888888888888889,0.04347826086956519,-0.19378882202234007,0.19999999999999996,-0.13664596273291924,1.8198039453592745,0.5333333333333333
weak_prior_knowledge,weak_prior_knowledge_1,0.0,0.8181818181818182,0.9,0.6138535687603758,0.6296296296296297,0.22222222222222232,0.10760667903525045,0.44810346358193076,0.6,0.1150278293135436,1.6934579200935214,0.6333333333333333
