uid,n_kcs_attempted,mean_accuracy,mean_final_mastery,mastery_rate,mean_attempts_to_mastery,total_attempts,learner_type
122,19,0.8912280701754386,0.8917983322685069,0.3157894736842105,3.3333333333333335,98,0
123,20,0.6594261294261294,0.6901526016591092,0.25,3.0,92,1
124,19,0.5491228070175439,0.605160285291077,0.0,3.375,48,1
125,15,0.5246801346801347,0.579645431504542,0.06666666666666667,2.0,57,1
126,24,0.9772126022126022,0.9822600736369241,0.7916666666666666,3.1052631578947367,223,0
127,19,0.8063492063492064,0.8769278010418001,0.2631578947368421,3.2,117,0
129,17,0.7726028873087697,0.8259902461196792,0.35294117647058826,5.0,96,1
130,15,0.7052380952380953,0.784578834429525,0.2,4.333333333333333,62,1
132,17,0.8133196868490986,0.8767484708781277,0.5294117647058824,4.777777777777778,132,0
133,15,0.9375252525252525,0.9752169374109287,0.5333333333333333,3.25,131,0
134,19,0.5890464798359535,0.6849213765038644,0.21052631578947367,6.0,117,1
135,24,0.37374037999038,0.3965197274405152,0.041666666666666664,2.0,115,1
136,19,0.9635492239370356,0.9756373413868861,0.5789473684210527,3.8181818181818183,143,0
137,17,0.9215686274509803,0.8693331176975747,0.17647058823529413,2.3333333333333335,49,0
138,16,0.8869047619047619,0.8529347006885165,0.25,2.25,57,0
139,25,0.7409783549783548,0.7629878551201115,0.08,2.5,124,1
140,20,0.9726388888888889,0.9354335866187302,0.2,3.0,90,0
141,23,0.8438735177865613,0.8348022130428194,0.21739130434782608,3.4,81,0
142,21,0.9214655527175959,0.9468053893844235,0.5714285714285714,3.1666666666666665,144,0
143,21,0.8661753590325019,0.9182156517255506,0.23809523809523808,4.0,111,0
144,22,0.859090909090909,0.8247166493452673,0.18181818181818182,3.0,67,0
145,24,0.8892676767676768,0.9364101304455438,0.3333333333333333,3.625,119,0
148,21,0.8244897959183672,0.8507500018975811,0.3333333333333333,3.0,116,0
149,15,0.7836243386243387,0.8163104592181679,0.26666666666666666,2.75,74,0
150,19,0.956766917293233,0.9573894112767037,0.5263157894736842,3.6,130,0
151,16,0.9396150176577809,0.9705896211183588,0.6875,3.5454545454545454,148,0
152,21,0.9354686318972033,0.9426886146712832,0.23809523809523808,2.6,104,0
154,23,0.8358868184955142,0.9187401547334942,0.4782608695652174,3.4545454545454546,175,0
156,20,0.6537878787878788,0.7702356662092577,0.15,3.6666666666666665,62,1
158,22,0.500202196793106,0.5445380418666089,0.09090909090909091,4.0,141,1
159,21,0.6138321995464853,0.6409627967887408,0.047619047619047616,3.0,68,1
160,14,0.9833333333333333,0.969699147978378,0.6428571428571429,3.2222222222222223,111,0
162,23,0.8696793544619632,0.9435341199922015,0.4782608695652174,3.909090909090909,167,0
163,13,0.8174603174603174,0.8253958413639227,0.15384615384615385,3.0,55,0
164,23,0.7152817912408705,0.7667099040142655,0.21739130434782608,5.0,166,1
165,22,0.7636409045499956,0.879419058968298,0.5454545454545454,5.833333333333333,212,0
166,23,0.8438836525793048,0.9094211928338072,0.43478260869565216,4.3,181,0
167,14,0.6477272727272727,0.6880185545814408,0.0,3.375,49,1
168,22,0.6151098901098901,0.676216169075065,0.22727272727272727,4.8,200,1
169,12,0.8210858585858586,0.7961161654347522,0.5,3.6666666666666665,97,0
170,19,0.6169590643274854,0.7104550115062828,0.15789473684210525,4.666666666666667,111,1
171,21,0.7797545047545048,0.8661704232308844,0.3333333333333333,5.0,170,0
172,25,0.8969004329004329,0.9418074821898336,0.32,3.125,142,0
173,18,0.6612094695428028,0.7690411509929826,0.1111111111111111,3.5,78,1
174,18,0.7143065268065267,0.7950044476648075,0.3333333333333333,3.8333333333333335,131,0
176,23,0.9377297822949997,0.9779393178509538,0.5217391304347826,4.416666666666667,199,0
177,20,0.8296626984126985,0.8926958729433961,0.15,4.0,106,0
178,14,0.5785714285714285,0.6477767744639689,0.0,3.375,37,1
180,20,0.7401388888888889,0.8140137398488267,0.35,3.4285714285714284,119,0
181,22,0.7939000393545848,0.8590176882503027,0.22727272727272727,2.4,113,0
182,22,0.9462121212121212,0.9060692060673022,0.2727272727272727,2.5,98,0
183,21,0.9146825396825397,0.8794068023178395,0.14285714285714285,3.0,71,0
185,12,0.8700396825396824,0.8572856233179631,0.16666666666666666,2.0,48,0
187,22,0.45934671389216847,0.58090544680686,0.045454545454545456,8.0,132,1
188,20,0.8741071428571429,0.9264559711380376,0.45,3.6666666666666665,115,0
189,22,0.3476981351981352,0.4341160754985625,0.0,3.375,109,1
191,23,0.7050285463328941,0.780924689376517,0.21739130434782608,3.2,124,0
192,21,0.9359281591424449,0.9685971212447729,0.5238095238095238,3.6363636363636362,161,0
193,25,0.6388997668997669,0.6669103454565416,0.08,5.5,138,1
194,18,0.9011423761423762,0.9826172617014254,0.6111111111111112,4.7272727272727275,164,0
195,20,0.7479365079365079,0.7750319648311124,0.1,2.0,90,1
196,20,0.7715353396603397,0.8339768441362105,0.3,4.333333333333333,134,0
197,19,0.8573099415204678,0.8918323825304266,0.21052631578947367,2.75,94,0
199,16,0.8935151143790849,0.9458954921326621,0.375,5.833333333333333,112,1
200,15,0.9874643874643875,0.9823033979607309,0.6666666666666666,3.5,108,0
202,20,0.7125351037851038,0.7919280231494666,0.15,3.3333333333333335,139,0
203,16,0.8505208333333334,0.8762037697336567,0.1875,2.6666666666666665,60,0
204,22,0.7430361305361305,0.8136826555029478,0.2727272727272727,3.5,132,0
205,23,0.9118394890134021,0.9263450473878315,0.43478260869565216,5.2,165,0
206,13,0.6346153846153846,0.6884759351911064,0.07692307692307693,2.0,62,1
207,25,0.9411060834590246,0.9765141539526861,0.52,3.769230769230769,179,0
209,20,0.933974358974359,0.9392350711719766,0.35,3.7142857142857144,120,0
210,19,0.8777777777777778,0.846285814541768,0.15789473684210525,2.3333333333333335,59,0
211,21,0.634699691842549,0.7040376570523904,0.09523809523809523,6.0,92,1
212,21,0.6229868015582302,0.643831482468713,0.09523809523809523,6.0,91,1
214,22,0.6788706391647568,0.7173617918188875,0.3181818181818182,3.857142857142857,136,1
215,16,0.9300595238095238,0.8999530585165424,0.125,3.0,58,0
216,22,0.65,0.7340751489070958,0.0,3.375,51,0
217,15,0.9052669552669552,0.9363846782732347,0.6,5.111111111111111,150,0
218,21,0.746031746031746,0.7591287829719354,0.14285714285714285,2.6666666666666665,70,1
221,22,0.9657287157287158,0.9192432389578552,0.09090909090909091,4.0,74,1
223,21,0.731245275888133,0.8098143996635516,0.2857142857142857,5.666666666666667,129,1
224,20,0.9403138528138528,0.9571067012794566,0.4,3.25,139,0
225,22,0.7370896779987689,0.8446138667746037,0.2727272727272727,4.5,170,0
226,21,0.8920368924570605,0.9763671423908052,0.6666666666666666,3.9285714285714284,178,0
227,14,0.7869047619047619,0.80824908234542,0.14285714285714285,2.0,63,1
228,22,0.976917153194243,0.9909849943197674,0.8181818181818182,3.7222222222222223,219,0
229,19,0.6901847421584264,0.7122248600145696,0.2631578947368421,5.8,115,1
230,17,0.8137254901960784,0.8038174449435255,0.17647058823529413,2.0,57,0
231,18,0.9619504496955477,0.9545076276343794,0.4444444444444444,4.25,123,0
232,24,0.8082277676027676,0.8571351957862922,0.375,3.111111111111111,149,0
233,12,0.8952020202020202,0.892981802271687,0.25,3.0,48,0
234,24,0.9722222222222222,0.9873520165182619,0.6666666666666666,3.5,196,0
235,9,0.8289642456309123,0.8738947894130613,0.4444444444444444,5.25,58,1
236,15,0.9088888888888889,0.8817110415582581,0.26666666666666666,2.5,49,0
237,23,1.0,0.9398604141195013,0.30434782608695654,3.0,91,0
240,18,0.6978524561857895,0.7314290018179509,0.2777777777777778,2.2,133,1
241,24,0.537176480926481,0.612746209332122,0.08333333333333333,5.0,127,1
242,15,0.9333333333333333,0.8731574262424473,0.06666666666666667,2.0,42,0
243,14,0.6521803593232164,0.641324745774717,0.07142857142857142,3.0,64,1
244,20,0.6524603174603174,0.6962944474809947,0.0,3.375,57,1
245,23,0.8300207039337475,0.8949945504692305,0.21739130434782608,4.2,103,0
246,19,0.9219905825168982,0.940656433057128,0.42105263157894735,4.75,113,0
247,16,0.8444444444444444,0.8927015097733952,0.25,3.75,80,0
248,18,0.7661075036075036,0.8578373144842184,0.2777777777777778,3.8,110,0
249,25,0.6781946386946387,0.7236931640544713,0.24,4.666666666666667,192,1
251,13,0.7879214802291725,0.8590808675209924,0.3076923076923077,4.25,68,0
252,14,0.9935064935064936,0.9586361564676812,0.21428571428571427,3.3333333333333335,66,0
254,16,0.6854166666666667,0.6977824219610415,0.0,3.375,67,1
255,25,0.9181127819548872,0.9471056580827418,0.56,3.7142857142857144,204,0
257,21,0.6777777777777777,0.7398870031333326,0.09523809523809523,3.5,81,1
258,14,0.5918523469994058,0.6845690406014836,0.2857142857142857,3.0,94,1
259,21,0.7201152683295541,0.7744554737744332,0.14285714285714285,3.0,121,0
260,20,0.9125099206349206,0.9192731778079957,0.35,3.2857142857142856,129,0
261,24,0.8804359243697478,0.9575581426869699,0.7083333333333334,3.9411764705882355,211,0
262,19,0.6044865222496801,0.5893202579912565,0.05263157894736842,6.0,124,1
263,20,0.5026162507083559,0.5761690567563587,0.1,2.0,140,1
265,14,0.4856750392464678,0.6532542698442274,0.21428571428571427,2.6666666666666665,52,1
267,22,0.6886363636363636,0.677506654699839,0.045454545454545456,2.0,63,1
268,21,0.9113909238909239,0.9575969323259318,0.7142857142857143,3.6,181,0
270,22,0.8451901077235302,0.9546758676824584,0.45454545454545453,5.1,186,0
271,21,0.8843253968253968,0.8693770498053022,0.23809523809523808,3.6,111,0
272,24,0.7898088023088023,0.878787362574773,0.20833333333333334,4.2,156,0
273,18,0.4999579124579125,0.5010488257177728,0.05555555555555555,4.0,93,1
274,19,0.8302005012531328,0.8378651712980649,0.2631578947368421,2.8,74,0
275,15,0.9208465608465609,0.9175718198834499,0.3333333333333333,3.8,74,0
278,22,0.7227420306965762,0.8269881932415896,0.2727272727272727,3.1666666666666665,169,0
279,20,0.8569543650793652,0.9583611008631022,0.5,5.1,164,0
281,18,0.8021135265700483,0.8583684158543963,0.16666666666666666,3.6666666666666665,100,0
282,25,0.9853333333333333,0.9854259411405201,0.68,3.0588235294117645,187,0
283,22,0.91497113997114,0.9520460302764403,0.5454545454545454,3.3333333333333335,140,0
284,22,0.7884559884559884,0.8429341302316797,0.22727272727272727,3.6,115,0
285,17,0.5955648926237161,0.7066394902641326,0.23529411764705882,6.75,116,1
286,19,0.6735427584111795,0.7752901205308101,0.21052631578947367,4.75,117,1
287,24,0.8316272847522846,0.8848051596707273,0.20833333333333334,4.4,129,0
288,15,0.9095238095238095,0.8819647201188442,0.2,3.0,59,0
289,25,0.987,0.9570275523938438,0.48,3.5,144,0
290,21,0.8008623651480794,0.8995533720188359,0.42857142857142855,3.5555555555555554,163,0
291,22,0.9044832128265142,0.9668719934050295,0.7272727272727273,4.8125,219,0
292,21,0.8246753246753246,0.899195380717523,0.23809523809523808,3.2,107,0
293,21,0.89704871847729,0.943987430711428,0.5714285714285714,3.8333333333333335,156,0
294,24,0.9091002442976127,0.9378948738154492,0.4166666666666667,5.1,157,0
295,20,0.9483333333333335,0.9055819624402958,0.15,2.6666666666666665,59,0
296,16,0.9335970801364024,0.9590488613141955,0.625,3.8,158,0
298,25,0.9223492063492064,0.940988378612993,0.32,2.5,132,0
299,19,0.9027322093111566,0.9477136207985329,0.5263157894736842,3.7,125,0
300,20,0.8562049062049063,0.9075916421024546,0.35,5.285714285714286,130,1
302,24,0.8826388888888889,0.9042267245635123,0.2916666666666667,2.7142857142857144,134,0
303,18,0.8509259259259259,0.8287895057561605,0.2222222222222222,2.25,76,0
304,20,0.9345238095238095,0.8935635399496734,0.15,2.6666666666666665,62,0
305,17,0.8950980392156863,0.8825555433017304,0.17647058823529413,2.0,57,0
307,23,0.5466996771344598,0.5884802283688435,0.043478260869565216,3.0,118,1
308,23,0.4978260869565217,0.6003067759250007,0.17391304347826086,3.25,143,1
309,20,0.7881628787878788,0.8798519848037649,0.5,4.1,130,0
310,23,0.9550207039337475,0.9574901727997494,0.21739130434782608,3.4,108,0
311,17,0.9025982187746893,0.9141320248244789,0.5882352941176471,3.3,128,0
313,20,0.945,0.8935695386612611,0.25,3.2,73,0
314,22,0.6823002754820937,0.7082317630664917,0.045454545454545456,4.0,78,1
315,14,0.6804396000824572,0.7489200013230427,0.14285714285714285,2.5,67,1
316,25,0.9478080808080809,0.959799099266077,0.64,3.4375,184,0
317,19,0.8890061692693272,0.9209498793926869,0.47368421052631576,2.888888888888889,126,0
319,21,0.7845804988662131,0.8612923771284935,0.2857142857142857,3.1666666666666665,133,0
320,18,0.9242424242424243,0.9583869353149053,0.5,3.4444444444444446,125,0
321,25,0.973030303030303,0.9748469771573641,0.56,3.2857142857142856,185,0
322,20,0.7170238095238095,0.6827835393020988,0.05,2.0,70,1
323,16,0.7320064484126985,0.8021286759631729,0.1875,3.0,96,0
324,22,0.6469336219336219,0.7511173431616897,0.13636363636363635,3.6666666666666665,94,1
326,19,0.8157408896572983,0.9098207849842747,0.42105263157894735,4.0,156,0
327,21,0.7650132275132274,0.8440580691311804,0.23809523809523808,3.4,119,0
328,21,0.8812067562067563,0.9555830367153604,0.5714285714285714,3.4166666666666665,150,0
329,18,0.9527505446623094,0.9076760087933248,0.3333333333333333,2.8333333333333335,115,0
331,22,0.8502981933005856,0.9521511403970365,0.45454545454545453,4.5,179,0
332,22,0.6951601428874157,0.7052035995073705,0.18181818181818182,4.0,116,1
333,21,0.9225589225589226,0.9620988712046982,0.6190476190476191,3.769230769230769,173,0
334,12,0.6724867724867725,0.6905810531983158,0.08333333333333333,4.0,54,1
336,22,0.9121503496503497,0.9413032811046059,0.4090909090909091,3.111111111111111,139,0
337,15,0.9089834348657878,0.9530758345486295,0.5333333333333333,3.875,120,0
338,22,0.4081726354453627,0.45079615667482503,0.09090909090909091,5.0,140,1
339,11,0.9886363636363636,0.9842297559689199,0.2727272727272727,3.0,65,0
340,21,0.7198659805802663,0.8049533716809686,0.2857142857142857,3.8333333333333335,145,0
341,22,0.7966860160041979,0.8034738181388538,0.13636363636363635,3.0,107,0
342,17,0.6853479853479854,0.7284950580523742,0.23529411764705882,5.25,110,1
343,22,0.860814905534157,0.9249570447223,0.6818181818181818,4.0,197,0
344,22,0.6730699855699855,0.7046226669583151,0.09090909090909091,4.5,111,1
345,19,0.7608566871724767,0.8193668647199362,0.21052631578947367,2.5,116,0
346,20,0.8555537518037518,0.8842159184621835,0.3,5.333333333333333,108,1
347,23,0.6889611596133335,0.7320514083200564,0.17391304347826086,3.5,147,1
349,20,0.514534632034632,0.6024608991996501,0.1,4.0,82,1
351,21,0.7987061491263171,0.8551126777247523,0.38095238095238093,3.25,125,0
352,20,0.9370833333333334,0.9612158870550779,0.4,3.75,117,0
353,19,0.7673293081187819,0.7583640312925467,0.15789473684210525,3.3333333333333335,72,1
354,19,0.9087724187838604,0.9143143593339186,0.3684210526315789,3.142857142857143,120,0
355,18,0.9068264094579885,0.9488279878693096,0.5,4.444444444444445,137,0
356,15,0.6595238095238095,0.724001745357613,0.2,3.3333333333333335,66,1
357,23,0.8712613473483038,0.956632180475344,0.30434782608695654,3.142857142857143,151,0
359,13,0.6669108669108669,0.6845403984494693,0.07692307692307693,4.0,66,1
360,19,0.9607280232667229,0.9509039787155693,0.5789473684210527,3.0,148,0
362,18,0.9814814814814815,0.959763474312243,0.2777777777777778,3.4,84,0
363,21,0.8787284144427002,0.8932797243049228,0.3333333333333333,3.4285714285714284,91,0
364,20,0.8004969336219336,0.8519291799574764,0.3,4.166666666666667,122,0
365,21,0.5107221598818237,0.5512699072048969,0.047619047619047616,5.0,144,1
366,24,0.8278585997335997,0.8709405066347687,0.4583333333333333,2.6363636363636362,192,0
367,20,0.6128571428571428,0.6384049707831283,0.0,3.375,74,1
368,20,0.6961111111111111,0.7512589863694796,0.05,2.0,103,1
369,24,0.8546626984126985,0.8957051976426738,0.125,2.6666666666666665,123,0
370,18,0.7295295390883626,0.7823056925118327,0.2777777777777778,3.8,157,0
371,20,0.6975743730906775,0.7668652897122724,0.25,3.6,140,0
372,19,0.8335695006747638,0.8231109093061374,0.15789473684210525,3.3333333333333335,81,0
373,23,0.9574733237776717,0.9709484224741479,0.4782608695652174,3.5454545454545454,139,0
376,15,0.9777777777777777,0.9365440209464544,0.06666666666666667,2.0,46,0
377,17,0.6782730341553871,0.7636954028313095,0.35294117647058826,5.833333333333333,119,1
379,24,0.9401976495726495,0.9747806551664292,0.4583333333333333,3.6363636363636362,163,0
380,19,0.8377610693400167,0.9022646129707861,0.3684210526315789,3.7142857142857144,111,0
381,14,0.7021181199752629,0.7794282146386957,0.0,3.375,60,0
382,21,0.7262660619803477,0.8482151684935081,0.19047619047619047,4.0,104,0
385,16,0.6999503968253968,0.780682836988029,0.25,2.25,95,1
386,25,0.780616213851508,0.8408814703516418,0.28,3.0,185,0
388,23,0.699579164796556,0.7979250962535002,0.08695652173913043,4.5,121,1
389,15,0.8964285714285715,0.9579332893350713,0.6666666666666666,2.9,107,0
390,22,0.97503885003885,0.9846479974843547,0.7727272727272727,3.235294117647059,212,0
391,22,0.9743867243867244,0.9420705600447186,0.22727272727272727,3.2,100,0
392,22,0.9785804473304474,0.9870629451752545,0.6818181818181818,3.066666666666667,180,0
394,18,0.8960758377425044,0.9195558693076722,0.3888888888888889,4.428571428571429,116,0
395,21,0.9554593554593555,0.9452336820514182,0.42857142857142855,3.0,106,0
396,17,0.8472073677956031,0.9202037316951407,0.5294117647058824,4.444444444444445,128,0
397,25,0.969919191919192,0.9739002683228374,0.52,3.3076923076923075,168,0
398,16,0.9389880952380952,0.9084975009063163,0.25,2.75,72,0
399,21,0.6810875632304204,0.7235221396292888,0.3333333333333333,4.857142857142857,125,1
400,24,0.9155609436859438,0.9632327716904586,0.5416666666666666,3.923076923076923,165,0
401,20,0.8908327783327783,0.9181428534505061,0.4,3.75,123,0
402,23,0.833355895312417,0.9085164788269807,0.34782608695652173,4.25,154,0
403,22,0.8572805981896892,0.9421301168352784,0.3181818181818182,3.142857142857143,138,0
404,19,0.9621421975992613,0.9669100246973942,0.47368421052631576,2.888888888888889,118,0
405,19,0.5898662740768004,0.64985410742631,0.21052631578947367,8.25,137,1
407,17,0.6683791698497581,0.8097450759127579,0.11764705882352941,4.5,107,1
408,19,0.9736842105263158,0.9544786204158866,0.3157894736842105,2.6666666666666665,87,0
409,22,0.9772727272727273,0.9263816972813864,0.18181818181818182,3.0,77,0
410,23,0.9123188405797101,0.9070347621055986,0.17391304347826086,2.75,88,0
411,23,0.8030936454849499,0.8836052786819546,0.21739130434782608,3.0,120,0
412,21,0.8865800865800866,0.8809480096985561,0.5238095238095238,3.090909090909091,123,0
413,19,0.9785087719298247,0.943962490197034,0.5263157894736842,3.0,108,0
414,16,0.8776785714285714,0.9019371214592352,0.3125,3.2,92,0
415,22,0.807142857142857,0.8679676724147971,0.3181818181818182,3.7142857142857144,97,0
416,22,0.9611619441164895,0.969465973398897,0.45454545454545453,3.3,140,0
417,21,0.9282501889644746,0.9440147694338412,0.6190476190476191,3.3846153846153846,150,0
418,23,0.6542097998619737,0.7222516868721713,0.17391304347826086,4.5,101,1
419,21,0.8833326337528019,0.9681766904293925,0.7142857142857143,4.333333333333333,193,0
420,21,0.8943877551020408,0.9213821672215853,0.42857142857142855,3.2222222222222223,115,0
421,17,0.8432009167303285,0.8347901548724308,0.17647058823529413,2.6666666666666665,55,0
422,20,0.8537662337662338,0.8989436177069781,0.0,3.375,94,0
423,21,0.8921356421356421,0.9129701318383913,0.2857142857142857,3.3333333333333335,103,0
