questions,attempted,n_kcs,mean_kc_depth,is_choice_type,D_raw,D_emp,D_stat,D_blend,P_L0,P_T,P_S,P_G,irt_discrimination,irt_difficulty_logit,irt_difficulty_unit
13,557.0,1,6.0,0,0.2118491921005386,0.21159090292642915,0.5186864282834047,0.22728573386460507,0.3863571330676975,0.26590713992030923,0.2279244934319981,0.3,,,
14,1261.0,1,6.0,0,0.1657414750198255,0.16634500467490212,0.5186864282834047,0.17453264426301607,0.41273367786849197,0.2738201033605476,0.21812749107741727,0.3,,,
16,2377.0,1,5.0,0,0.1989903239377366,0.19903544054591138,0.5061856207239317,0.20286365218086802,0.398568173909566,0.2695704521728698,0.20620519751672026,0.3,,,
17,2375.0,1,6.0,0,0.2197894736842105,0.2196609398699581,0.5186864282834047,0.2233909875424751,0.38830450622876245,0.2664913518686287,0.2272011834007454,0.3,,,
18,344.0,1,6.0,0,0.1220930232558139,0.12661524996854293,0.5186864282834047,0.15806480972641954,0.4209675951367902,0.27629027854103705,0.21506917894919222,0.3,,,
19,351.0,1,6.0,0,0.1082621082621082,0.11344461182897472,0.5186864282834047,0.14535341627420542,0.4273232918628973,0.2781969875588692,0.21270849159378102,0.3,,,
20,634.0,1,5.0,1,0.0946372239747634,0.0979938088509933,0.34269061523233274,0.10904938745255985,0.44547530627372006,0.28364259188211605,0.19012275213472454,0.11136882656843002,,,
21,610.0,1,6.0,0,0.1081967213114754,0.11125071585484067,0.5186864282834047,0.13034926487492962,0.4348253675625352,0.2804476102687605,0.20992200633391553,0.3,,,
22,1699.0,1,5.0,0,0.0517951736315479,0.053570652116666444,0.5061856207239317,0.06142400611216554,0.4692879969439172,0.29078639908317516,0.18195840104779984,0.3,,,
23,1226.0,2,4.0,0,0.2610114192495921,0.2601026893969098,0.5103726188499906,0.26608047433607573,0.36695976283196213,0.2600879288495886,0.1989555031099548,0.3,,,
24,1313.0,1,6.0,0,0.1424219345011424,0.14335180119171012,0.5186864282834047,0.15173604453701975,0.42413197773149014,0.27723959331944703,0.2138938368425894,0.3,,,
25,606.0,1,6.0,0,0.1303630363036303,0.13272835621174062,0.5186864282834047,0.15093392564908326,0.42453303717545837,0.2773599111526375,0.21374487190625835,0.3,,,
26,367.0,1,6.0,0,0.2643051771117166,0.26120917568100677,0.5186864282834047,0.28066589502123834,0.3596670524893808,0.2579001157468142,0.23783795193251572,0.3,,,
27,4052.0,2,5.5,0,0.1594274432379072,0.1596483180227283,0.5291049660386855,0.16236358001206655,0.41881820999396674,0.27564546299819,0.20756492500215476,0.3,,,
28,857.0,2,6.0,0,0.2928821470245041,0.29086425426288437,0.5353335123391134,0.29913266208958883,0.35043366895520556,0.25513010068656167,0.24126749438806655,0.3,,,
29,500.0,1,5.0,0,0.15,0.1520922134395185,0.5061856207239317,0.17213523649335322,0.41393238175332336,0.274179714525997,0.2009374691131463,0.3,,,
30,546.0,1,6.0,1,0.0824175824175824,0.08672782860167778,0.35404862392808184,0.10065078669159466,0.44967460665420267,0.2849023819962608,0.20440657467129617,0.11241865166355067,,,
31,271.0,1,5.0,0,0.3911439114391143,0.37830910992628736,0.5061856207239317,0.3910542771154213,0.30447286144228936,0.2413418584326868,0.2384664475055008,0.3,,,
32,537.0,1,4.0,1,0.0986964618249534,0.10249183301355408,0.3315099770303773,0.1146091951308463,0.44269540243457683,0.28280862073037305,0.17515287352056158,0.11067385060864421,,,
33,307.0,1,6.0,0,0.2312703583061889,0.22962676143287347,0.5186864282834047,0.2553590759893006,0.37232046200534974,0.2616961386016049,0.23313811411229868,0.3,,,
34,1113.0,1,6.0,1,0.132973944294699,0.13423473167568367,0.35404862392808184,0.14000412517312197,0.429997937413439,0.27899938122403173,0.2117150518178655,0.10749948435335975,,,
35,1274.0,1,6.0,0,0.06436420722135,0.06652855563257312,0.5186864282834047,0.07693096067822107,0.4615345196608895,0.2884603558982668,0.20000146412595537,0.3,,,
36,641.0,1,5.0,0,0.1092043681747269,0.11208464597360003,0.5061856207239317,0.12970465974783246,0.4351476701260838,0.28054430103782513,0.1936636559567713,0.3,,,
37,322.0,1,5.0,0,0.1118012422360248,0.11721623096067141,0.5061856207239317,0.1503670312245856,0.4248164843877072,0.27744494531631214,0.19720577678135756,0.3,,,
38,327.0,1,6.0,0,0.1743119266055046,0.17604596826671362,0.5186864282834047,0.20483928423450282,0.3975803578827486,0.26927410736482454,0.22375586707212197,0.3,,,
39,573.0,1,6.0,0,0.181500872600349,0.1822731045338105,0.5186864282834047,0.19901008581488483,0.40049495709255756,0.27014848712776723,0.22267330165133578,0.3,,,
40,590.0,1,6.0,0,0.1169491525423728,0.119816313095983,0.5186864282834047,0.13911647995989046,0.43044176002005474,0.2791325280060164,0.21155020342112255,0.3,,,
41,325.0,1,5.0,0,0.0523076923076923,0.06112449561898441,0.5061856207239317,0.09873529492362784,0.45063235253818607,0.2851897057614558,0.18835462198690764,0.3,,,
42,592.0,1,4.0,0,0.1182432432432432,0.12105874344534252,0.49367707416767614,0.1390306886570306,0.4304846556714847,0.2791453967014454,0.17899053678896196,0.3,,,
43,603.0,1,5.0,0,0.1094527363184079,0.11250072389815349,0.5061856207239317,0.13115877588041788,0.43442061205979104,0.2803261836179373,0.19391293300807164,0.3,,,
44,289.0,2,6.0,0,0.5259515570934256,0.5051389999629438,0.5353335123391134,0.5079786092773171,0.24601069536134146,0.22380320860840244,0.28005317029435894,0.24601069536134146,,,
45,289.0,1,5.0,0,0.231833910034602,0.23005809381407644,0.5061856207239317,0.25602619979305974,0.37198690010347013,0.261596070031041,0.21531877710738168,0.3,,,
46,294.0,1,5.0,0,0.2551020408163265,0.25187245537754654,0.5061856207239317,0.275419970687397,0.3622900146563015,0.25868700439689046,0.21864342354641092,0.3,,,
47,971.0,1,6.0,0,0.466529351184346,0.46123910291478265,0.5186864282834047,0.4629608009777783,0.2685195995111108,0.23055587985333323,0.2716927201815874,0.2685195995111108,,,
48,284.0,2,6.0,1,0.3732394366197183,0.3621314177254922,0.3694678328952616,0.362832349111139,0.31858382544443054,0.24557514763332916,0.2530974362634973,0.07964595636110763,,,
49,294.0,1,6.0,1,0.3333333333333333,0.3251208630208587,0.35404862392808184,0.3277993594011571,0.33610032029942144,0.2508300960898264,0.24659130960307202,0.08402508007485536,,,
50,294.0,1,5.0,1,0.4115646258503401,0.39836927066417077,0.34269061523233274,0.39321383960566725,0.3033930801971664,0.2410179240591499,0.23883665821811442,0.0758482700492916,,,
51,794.0,1,5.0,0,0.1964735516372796,0.19666824445767764,0.5061856207239317,0.20793708097222574,0.39603145951388713,0.26880943785416617,0.20707492816666725,0.3,,,
52,292.0,1,6.0,0,0.3493150684931507,0.340025483937659,0.5186864282834047,0.35667091353508873,0.32166454323245564,0.24649936296973668,0.2519531696565165,0.3,,,
53,289.0,2,5.0,0,0.2491349480968858,0.24623932358753922,0.5228673428502458,0.27225449781287214,0.36387275109356393,0.2591618253280692,0.21810077105363526,0.3,,,
54,296.0,1,6.0,0,0.1756756756756756,0.17749351578654943,0.5186864282834047,0.20889163656846862,0.3955541817157657,0.2686662545147297,0.22450844679128704,0.3,,,
55,290.0,1,6.0,0,0.1137931034482758,0.11963855157596652,0.5186864282834047,0.15704929001728885,0.4214753549913556,0.27644260649740665,0.21488058243178224,0.3,,,
56,832.0,1,5.0,0,0.2980769230769231,0.29587787674712396,0.5061856207239317,0.3031971717811196,0.3484014141094402,0.25452042423283205,0.2234052294481919,0.3,,,
57,849.0,1,5.0,0,0.1118963486454652,0.11402526005586838,0.5061856207239317,0.1274095727066555,0.43629521364667223,0.28088856409400165,0.19327021246399811,0.3,,,
58,234.0,2,6.0,0,0.3974358974358974,0.3822360275139749,0.5353335123391134,0.39963346897137697,0.3001832655143115,0.24005497965429345,0.2599319299518272,0.3,,,
59,829.0,1,5.0,0,0.2014475271411339,0.2015170211879265,0.5061856207239317,0.21215736808673927,0.3939213159566304,0.2681763947869891,0.20779840595772675,0.3,,,
60,854.0,1,5.0,1,0.167447306791569,0.16829285010131534,0.34269061523233274,0.17421132629354444,0.4128943368532278,0.2738683010559683,0.2012933702217505,0.10322358421330695,,,
61,1766.0,4,6.0,0,0.160815402038505,0.16130344400254737,0.5683565337093437,0.16810277178161415,0.4159486141091929,0.27478458423275787,0.21693337190229978,0.3,,,
62,217.0,2,5.0,0,0.2534562211981567,0.24931624889683385,0.5228673428502458,0.2825410781219446,0.3587294609390277,0.2576188382817083,0.2198641848209048,0.3,,,
63,878.0,1,5.0,1,0.0694760820045558,0.07248101446386372,0.34269061523233274,0.08140864444520081,0.4592956777773996,0.2877887033332199,0.18538433904774873,0.1148239194443499,,,
64,1020.0,1,5.0,0,0.2549019607843137,0.2539307221043746,0.5061856207239317,0.26113800492207623,0.3694309975389619,0.2608292992616886,0.21619508655807024,0.3,,,
65,2060.0,1,4.0,0,0.2766990291262136,0.2760038225906489,0.49367707416767614,0.27912831902476887,0.36043584048761557,0.25813075214628467,0.20100587870389228,0.3,,,
66,996.0,1,6.0,0,0.0803212851405622,0.08276373128794254,0.5186864282834047,0.09551000897786836,0.45224499551106584,0.2856734986533197,0.2034518588101756,0.3,,,
67,471.0,1,6.0,0,0.1995753715498938,0.19977179427403183,0.5186864282834047,0.21886847894525177,0.39056576052737413,0.2671697281582122,0.22636128894697535,0.3,,,
69,1153.0,1,6.0,0,0.5828274067649609,0.5763750647813722,0.5186864282834047,0.5749121238727172,0.2125439380636414,0.2137631814190924,0.29248368014779036,0.2125439380636414,,,
70,179.0,1,6.0,0,0.4469273743016759,0.42255251753040013,0.5186864282834047,0.4363516434758075,0.28182417826209627,0.23454725347862887,0.26675101950264996,0.28182417826209627,,,
72,417.0,2,4.0,0,0.0455635491606714,0.0528328397907314,0.5103726188499906,0.08354020751282934,0.45822989624358534,0.2874689688730756,0.1702706040377303,0.3,,,
73,431.0,1,5.0,0,0.0719257540603248,0.07780033478614107,0.5061856207239317,0.10567790220074781,0.4471610488996261,0.2841483146698878,0.18954478323441395,0.3,,,
74,530.0,2,5.0,0,0.1396226415094339,0.14197809270645387,0.5228673428502458,0.16238287396415702,0.41880856301792146,0.2756425689053764,0.19926563553671267,0.3,,,
76,269.0,2,4.0,0,0.2453531598513011,0.2425188615520748,0.5103726188499906,0.2693938204782871,0.36530308976085646,0.2595909269282569,0.1994761717894451,0.3,,,
77,269.0,2,4.0,0,0.1301115241635687,0.13525242556591566,0.5103726188499906,0.1728899031529466,0.4135550484235267,0.274066514527058,0.18431127049546306,0.3,,,
78,429.0,1,5.0,0,0.1864801864801865,0.18727828727962054,0.5061856207239317,0.2081219038446082,0.39593904807769587,0.2687817144233087,0.20710661208764716,0.3,,,
79,2385.0,1,4.0,0,0.2691823899371069,0.2686436386646776,0.49367707416767614,0.27143908506844155,0.3642804574657792,0.25928413723973376,0.19979757051075514,0.3,,,
80,2067.0,1,4.0,0,0.1654571843251088,0.1658303550496165,0.49367707416767614,0.17052057992970318,0.4147397100351484,0.2744219130105445,0.18393894827466764,0.3,,,
81,2795.0,1,5.0,1,0.3724508050089445,0.37125682095507984,0.34269061523233274,0.37095346301820115,0.3145232684908994,0.24435698054726981,0.2350205936602631,0.07863081712272485,,,
82,4216.0,1,4.0,0,0.1719639468690702,0.1721170800256255,0.49367707416767614,0.174389053606469,0.4128054731967655,0.27384164195902966,0.18454685128101656,0.3,,,
83,279.0,1,4.0,0,0.025089605734767,0.037083448122239536,0.49367707416767614,0.08141292637907802,0.459293536810461,0.2877880610431383,0.16993631700242653,0.3,,,
84,3781.0,1,4.0,1,0.0838402539010843,0.08447459904986836,0.3315099770303773,0.0864192490995706,0.4567903754502147,0.28703711263506443,0.17072302485850394,0.11419759386255368,,,
85,288.0,1,4.0,0,0.0451388888888888,0.05548036035243384,0.49367707416767614,0.0968196729765133,0.45159016351174336,0.285477049053523,0.17235737718202354,0.3,,,
86,270.0,2,4.0,0,0.0555555555555555,0.0658205206501711,0.5103726188499906,0.11027573047015304,0.4448621347649235,0.28345864042947705,0.17447190050245262,0.3,,,
87,274.0,1,4.0,0,0.0328467153284671,0.04451684009710756,0.49367707416767614,0.08884186319617685,0.4555790684019116,0.28667372052057344,0.17110372135939925,0.3,,,
88,459.0,2,4.0,0,0.0958605664488017,0.10039238202202426,0.5103726188499906,0.12554454379061114,0.43722772810469446,0.2811683184314083,0.1768712854528103,0.3,,,
89,454.0,2,4.0,0,0.0969162995594713,0.10145137339356461,0.5103726188499906,0.1267977315830125,0.4366011342084938,0.28098034026254814,0.1770682149630448,0.3,,,
90,1308.0,2,4.0,0,0.0665137614678899,0.0685903245395705,0.5103726188499906,0.07849575714742743,0.4607521214262863,0.2882256364278859,0.16947790469459573,0.3,,,
91,453.0,2,3.0,0,0.0905077262693156,0.09532336361215565,0.49786492098393703,0.1203259448153719,0.439837027592314,0.2819511082776942,0.16004656354505314,0.3,,,
92,1334.0,1,4.0,0,0.0509745127436281,0.053240731897008585,0.49367707416767614,0.06292774822260977,0.4685361258886951,0.2905608377666085,0.1670315032921244,0.3,,,
93,796.0,2,4.0,0,0.0603015075376884,0.0638332732702814,0.5103726188499906,0.08005140930828539,0.4599742953458573,0.2879922886037572,0.16972236431987342,0.3,,,
94,2303.0,1,4.0,0,0.0447242726877985,0.046098988802647275,0.49367707416767614,0.05185438638556662,0.4740728068072167,0.292221842042165,0.16529140357487476,0.3,,,
95,1135.0,1,4.0,0,0.105726872246696,0.10743545540134167,0.49367707416767614,0.1173815915069125,0.44130920424654374,0.2823927612739631,0.1755885358082291,0.3,,,
96,2325.0,1,4.0,0,0.2240860215053763,0.22391810276697213,0.49367707416767614,0.2273545227848155,0.38632273860759225,0.2658968215822777,0.19286999643761388,0.3,,,
97,1075.0,1,4.0,0,0.3572093023255814,0.3544182200808672,0.49367707416767614,0.3581990034497399,0.32090049827513006,0.246270149482539,0.21343127197067344,0.3,,,
98,756.0,1,5.0,0,0.1402116402116402,0.14186591622235775,0.5061856207239317,0.15577124845524226,0.42211437577237887,0.2766343127317136,0.1981322140208987,0.3,,,
99,232.0,1,4.0,0,0.25,0.24638075789106992,0.49367707416767614,0.2746971299838111,0.3626514350080945,0.2587954305024283,0.20030954899745604,0.3,,,
100,693.0,2,4.0,0,0.2236652236652236,0.22312475594466985,0.5103726188499906,0.23504375440547154,0.38247812279726423,0.2647434368391793,0.19407830426371694,0.3,,,
101,570.0,2,4.0,0,0.1245614035087719,0.12726771353991462,0.5103726188499906,0.14642295880541845,0.4267885205972908,0.2780365561791872,0.18015217924085147,0.3,,,
102,4191.0,1,5.0,0,0.0541636840849439,0.0548772146731298,0.5061856207239317,0.05808480817739991,0.47095759591130004,0.29128727877339,0.18138596711612573,0.3,,,
103,1654.0,1,4.0,0,0.4310761789600967,0.4283679516060631,0.49367707416767614,0.4295314157847142,0.2852342921076429,0.23557028763229287,0.22464065105188366,0.2852342921076429,,,
104,4821.0,3,5.333333333333333,0,0.1904169259489732,0.19047468518664526,0.543639093814353,0.19265875697778756,0.4036706215111062,0.27110118645333187,0.2101351143246578,0.3,,,
105,579.0,1,6.0,0,0.1243523316062176,0.1270249599141062,0.5186864282834047,0.1463186283066825,0.42684068584665874,0.27805220575399764,0.2128877452569553,0.3,,,
106,174.0,1,6.0,0,0.2873563218390804,0.27880387107499804,0.5186864282834047,0.31408071772329316,0.3429596411383534,0.252887892341506,0.24404356186289733,0.3,,,
107,584.0,1,4.0,1,0.172945205479452,0.17398667382210203,0.3315099770303773,0.18168325215475395,0.409158373922623,0.2727475121767869,0.18569308248146135,0.10228959348065575,,,
108,563.0,1,5.0,0,0.2877442273534636,0.28488499311929605,0.5061856207239317,0.29608064038428605,0.351959679807857,0.2555879039423571,0.22218525263730618,0.3,,,
109,567.0,1,5.0,1,0.3068783068783068,0.30338662860059556,0.34269061523233274,0.305361703305708,0.347319148347146,0.2541957445041438,0.22377629199526425,0.0868297870867865,,,
110,578.0,1,5.0,0,0.0830449826989619,0.08710359697081876,0.5061856207239317,0.10778198630074208,0.44610900684962895,0.2838327020548887,0.1899054833658415,0.3,,,
111,173.0,1,5.0,0,0.3179190751445087,0.306155186469169,0.5061856207239317,0.33571633438859205,0.332141832805704,0.2496425498417112,0.2289799430380444,0.3,,,
112,576.0,1,6.0,0,0.3923611111111111,0.3860536090411906,0.5186864282834047,0.39261959019179526,0.30369020490410237,0.2411070614712307,0.25862935246419055,0.3,,,
113,171.0,1,4.0,0,0.5672514619883041,0.5292562878981656,0.49367707416767614,0.5239459574906299,0.23802702125468506,0.22140810637640554,0.2394772218913847,0.23802702125468506,,,
114,256.0,1,6.0,1,0.12890625,0.13437663401648414,0.35404862392808184,0.15741915044077762,0.4212904247796112,0.27638712743388333,0.21494927079614443,0.1053226061949028,,,
115,3080.0,1,5.0,1,0.0094155844155844,0.010673532576951491,0.34269061523233274,0.013876269708675431,0.4930618651456623,0.29791855954369867,0.17380736052148724,0.12326546628641558,,,
116,1153.0,4,4.0,0,0.0450997398091934,0.04781581499450096,0.5436573911486317,0.06038998852334619,0.4698050057383269,0.2909415017214981,0.1666327124822401,0.3,,,
117,214.0,1,4.0,0,0.0186915887850467,0.03456389311345992,0.49367707416767614,0.09101223504635536,0.4544938824768223,0.2863481647430467,0.1714447797929987,0.3,,,
118,956.0,1,4.0,0,0.0711297071129707,0.07386060552105495,0.49367707416767614,0.0866339260681124,0.4566830369659438,0.28700491108978315,0.17075675981070337,0.3,,,
119,1141.0,2,4.0,0,0.1025416301489921,0.10429625408143808,0.5103726188499906,0.11469957683383482,0.4426502115830826,0.2827950634749248,0.1751670763596026,0.3,,,
120,380.0,1,5.0,0,0.0526315789473684,0.060219877471374056,0.5061856207239317,0.09285151722156118,0.4535742413892194,0.2860722724167658,0.18734597438083908,0.3,,,
121,2286.0,3,3.6666666666666665,1,0.0516185476815398,0.05294360407135716,0.3579061818019802,0.05689389652900773,0.4715530517354961,0.2914659155206488,0.16105049851870595,0.11788826293387403,,,
122,374.0,1,4.0,0,0.2647058823529412,0.2616445456562173,0.49367707416767614,0.2788746839120187,0.3605626580439907,0.2581687974131972,0.20096602175760295,0.3,,,
123,327.0,1,4.0,0,0.0856269113149847,0.09247248123501332,0.49367707416767614,0.12618715291002702,0.4369064235449865,0.28107192706349593,0.1769722668858614,0.3,,,
124,881.0,1,5.0,0,0.0522133938706015,0.055591510531131656,0.5061856207239317,0.07042995543319971,0.46478502228340013,0.28943550668502005,0.18350227807426284,0.3,,,
125,987.0,1,2.0,0,0.1661600810536981,0.16691951438783476,0.4686993234175196,0.1758215736512473,0.41208921317437636,0.2736267639523129,0.1511770594694461,0.3,,,
126,5052.0,1,5.0,0,0.448535233570863,0.44757254554190645,0.5061856207239317,0.44791854952763266,0.27604072523618367,0.23281221757085507,0.24821460849045135,0.27604072523618367,0.4682975564315504,-0.2626207415856202,0.43471958134692057
127,358.0,1,5.0,0,0.0446927374301676,0.053142727482935505,0.5061856207239317,0.08817181716651766,0.45591409141674116,0.28677422742502234,0.18654374008568875,0.3,,,
128,1324.0,1,4.0,1,0.0415407854984894,0.04396424924743275,0.3315099770303773,0.050335277189447775,0.4748323614052761,0.2924497084215828,0.16505268641548468,0.11870809035131903,,,
129,546.0,1,5.0,0,0.3882783882783883,0.38178083213524666,0.5061856207239317,0.388260248207574,0.305869875896213,0.2417609627688639,0.23798747112129842,0.3,,,
130,1453.0,1,4.0,0,0.1858224363386098,0.1860746442556345,0.49367707416767614,0.19229721532600622,0.4038513923369969,0.271155417701099,0.187360990979801,0.3,,,
131,82.0,1,5.0,0,0.3048780487804878,0.28517599008381983,0.5061856207239317,0.34437499829099266,0.32781250085450364,0.24834375025635108,0.23046428542131306,0.3,,,
132,81.0,1,4.0,0,0.2716049382716049,0.25829654444108535,0.49367707416767614,0.32191290382665044,0.3390435480866748,0.25171306442600244,0.2077291706013308,0.3,,,
133,87.0,1,6.0,0,0.2758620689655172,0.26250421484625813,0.5186864282834047,0.32819196188142397,0.335904019059288,0.2507712057177864,0.24666422149226444,0.3,,,
134,155.0,1,5.0,0,0.1419354838709677,0.14907400564885498,0.5061856207239317,0.2069839972826512,0.39650800135867437,0.2689524004076023,0.20691154239131165,0.3,,,
135,168.0,1,4.0,0,0.0714285714285714,0.08557420738590224,0.49367707416767614,0.1474079750801104,0.4262960124599448,0.27788880373798347,0.18030696751258876,0.3,,,
136,2621.0,1,6.0,0,0.3082792827165204,0.30749259787525546,0.5186864282834047,0.3098825695509418,0.34505871522452913,0.2535176145673587,0.24326390577374632,0.3,,,
137,531.0,1,4.0,0,0.1450094161958568,0.1471650653149721,0.49367707416767614,0.16569511926431454,0.4171524403678427,0.2751457321103528,0.18318066159867802,0.3,,,
138,849.0,1,6.0,0,0.3121319199057715,0.30965241770834245,0.5186864282834047,0.31678668428087015,0.3416066578595649,0.25248199735786947,0.2445460985093045,0.3,,,
139,406.0,1,4.0,0,0.0886699507389162,0.09410317133462352,0.49367707416767614,0.1215967885020354,0.4392016057489823,0.28176048172469464,0.17625092390746272,0.3,,,
140,124.0,1,4.0,0,0.1774193548387097,0.18116632630937238,0.49367707416767614,0.24204504342462635,0.3789774782876868,0.263693243486306,0.19517850682386986,0.3,,,
141,403.0,1,4.0,0,0.2952853598014888,0.2909880638027178,0.49367707416767614,0.30503118230375414,0.3474844088481229,0.2542453226544369,0.2050763286477328,0.3,,,
142,1374.0,1,4.0,0,0.6564774381368268,0.649991356519763,0.49367707416767614,0.6466513077515561,0.17667434612422195,0.20300230383726658,0.2587594912181017,0.17667434612422195,,,
143,222.0,2,3.0,0,0.1261261261261261,0.1325948387956596,0.49786492098393703,0.17607937238950216,0.4119603138052489,0.27358809414157464,0.16801133891278605,0.3,,,
144,221.0,1,4.0,0,0.2036199095022624,0.20368444393589055,0.49367707416767614,0.23834491766877328,0.38082754116561335,0.264248262349684,0.19459705849080722,0.3,,,
145,1481.0,1,4.0,0,0.1276164753544902,0.12863954096505636,0.49367707416767614,0.1358871425508132,0.4320564287245934,0.279616928617378,0.17849655097227066,0.3,,,
146,345.0,1,4.0,0,0.1014492753623188,0.10709027668095787,0.49367707416767614,0.13801722047989531,0.43099138976005236,0.2792974169280157,0.17883127750398356,0.3,,,
147,455.0,1,4.0,0,0.1472527472527472,0.14965884418642025,0.49367707416767614,0.17093832232959072,0.41453083883520464,0.2743592516505614,0.18400459350893567,0.3,,,
148,89.0,1,3.0,0,0.5168539325842697,0.4595224861334828,0.4811764383400034,0.46498146568134513,0.26750926715932744,0.2302527801477982,0.20928306652590645,0.26750926715932744,,,
149,310.0,1,3.0,0,0.5032258064516129,0.4851150029956049,0.4811764383400034,0.4847674825848165,0.25761625870759175,0.2272848776122775,0.2121096403692595,0.25761625870759175,,,
150,490.0,1,5.0,0,0.1877551020408163,0.1884077470363718,0.5061856207239317,0.2067410859029618,0.3966294570485191,0.26898883711455573,0.20686990044050774,0.3,,,
151,289.0,1,5.0,0,0.259515570934256,0.2559480614516169,0.5061856207239317,0.2794813742358472,0.3602593128820764,0.2580777938646229,0.2193396641547167,0.3,,,
152,5478.0,2,6.0,0,0.3263964950711939,0.325952701161977,0.5353335123391134,0.3270931195235082,0.33645344023824586,0.25093603207147375,0.24646015076865155,0.3,0.41513438427707566,-1.6748941085214553,0.15777275742320376
153,2066.0,1,5.0,0,0.3015488867376573,0.3006174261690075,0.5061856207239317,0.30355971903000356,0.3482201404849982,0.25446604214549945,0.2234673804051435,0.3,,,
154,1471.0,1,5.0,0,0.4201223657375935,0.41722867269520436,0.5061856207239317,0.41900662635334013,0.29049668682332996,0.23714900604699898,0.24325827880342976,0.29049668682332996,,,
155,739.0,1,3.0,0,0.2557510148849797,0.2543978273893934,0.4811764383400034,0.26324484732244713,0.36837757633877644,0.2605132729016329,0.18046354961749247,0.3,,,
156,1782.0,3,5.666666666666667,0,0.3086419753086419,0.30748498944980557,0.5477739585939532,0.31146328364093384,0.34426835817953305,0.2532805074538599,0.23731240370645473,0.3,,,
157,136.0,1,6.0,0,0.4852941176470588,0.4492817371060873,0.5186864282834047,0.4618247535839158,0.26908762320804214,0.23072628696241262,0.27148173995129865,0.26908762320804214,,,
158,460.0,2,6.0,0,0.0543478260869565,0.06059989789281171,0.5353335123391134,0.08966522122625874,0.4551673893868706,0.2865502168160612,0.20236639822773378,0.3,,,
159,6921.0,1,6.0,1,0.1689062274237827,0.169008493154956,0.35404862392808184,0.16980711262311796,0.415096443688441,0.2745289331065323,0.21724989234429334,0.10377411092211025,0.8679134039798221,-1.59486221797719,0.16870091619304028
160,1598.0,2,5.5,0,0.04630788485607,0.048262021624567136,0.5291049660386855,0.057122763843500526,0.4714386180782497,0.2914315854234749,0.1887719221149108,0.3,,,
161,775.0,1,5.0,0,0.0632258064516129,0.06677729684094293,0.5061856207239317,0.08315276232726547,0.4584236188363673,0.2875270856509102,0.1856833306846741,0.3,,,
162,1377.0,1,5.0,0,0.0355846042120551,0.03800139655586945,0.5061856207239317,0.047984002614889956,0.476007998692555,0.2928023996077665,0.17965440044826686,0.3,,,
163,4018.0,2,4.5,0,0.0537580886012941,0.05450419786739713,0.5166225788069198,0.057928988239972654,0.4710355058800137,0.29131065176400406,0.17380261949656695,0.3,,,
164,1093.0,1,5.0,0,0.0539798719121683,0.05668279513796013,0.5061856207239317,0.06869088486866286,0.4656545575656686,0.28969636726970055,0.18320415169177082,0.3,,,
165,1438.0,2,5.0,0,0.1794158553546592,0.17975853977266776,0.5228673428502458,0.1867703000535447,0.40661484997322767,0.27198445499196827,0.20344633715203628,0.3,,,
166,849.0,2,6.0,0,0.1060070671378091,0.10827152012491326,0.5353335123391134,0.12284701473973236,0.4385764926301338,0.28157294778904013,0.20852873130880745,0.3,,,
