kc_id,a,b,c,r2,coverage,reliable
32.0,0.020859128109781605,1.3529918733149398,0.19380398379853164,0.0033293376810503705,17,False
33.0,0.2599173481335651,0.05168785064022416,8.89874900564588e-15,0.4932460450619389,20,False
34.0,0.21456583973271082,0.09198582974329753,2.6957507122318645e-17,0.5339311741899049,15,True
35.0,5.46785352145249e-09,4.999999999999999,0.22645514682064688,-6.747544745167033e-10,8,False
36.0,0.24319770613843625,0.24576658208557023,7.059321196743689e-18,0.823932506032147,8,True
37.0,0.22422231712320545,0.06664132329741924,8.92295215085955e-12,0.165159434051952,9,False
38.0,0.1665392102142563,0.12266778188295074,1.5141785820871113e-15,0.5308425371589355,8,True
39.0,0.24836064749195944,0.08799916030652806,1.078571490387839e-16,0.23975281488760458,10,False
40.0,0.26875351054169894,0.12330378075802056,7.132439837110453e-17,0.39359641954483826,7,False
41.0,0.27188892879667154,0.08509034711162469,4.950636537869251e-16,0.5803205107586876,17,True
42.0,0.16323848540443486,0.21037415975111473,2.0323718886669695e-21,0.43834016495614414,5,False
43.0,0.05531736306243259,4.999999984193722,0.19662117506428994,0.40639723671010153,6,False
44.0,0.2647498836579828,0.09572665541328025,5.926972378781715e-14,0.24049347847780878,4,False
46.0,0.31392123848489883,0.23581477564717745,0.08685227986729237,0.8414716469428812,13,True
47.0,0.1923977660486686,0.2515765244861934,5.471013154457541e-16,0.7772628449576234,4,False
48.0,0.37924073218321847,0.2351276821091904,0.005029680516390683,0.9998880857294685,5,False
54.0,0.21906911308043925,0.1747405118048855,1.6016700790587766e-13,0.2744957312662174,6,False
55.0,7.748337768861052e-08,4.99999999994565,0.21113704354435417,-4.4531622833687834e-10,31,False
56.0,0.1287829218933676,0.12083224404635438,0.09878165011105837,0.4960936548155509,20,False
57.0,0.2950893468988105,0.049222755227472874,4.3666018874158557e-13,0.5659076454323977,25,True
58.0,0.037942060182824255,4.156365293302497,0.17565240428574233,0.17113768398823137,8,False
59.0,0.11908445440697815,0.2873244815376881,0.08181850334951965,0.11976343102853848,14,False
61.0,0.2738481453983198,0.22624986248167173,5.077442712049305e-19,0.6195173076535381,7,True
62.0,0.20821003836891813,0.15160985568538993,9.446144101414153e-22,0.7181329502748144,10,True
64.0,0.14472301202087082,0.0827296291461756,1.4120368021633498e-16,0.6525820214584945,18,True
65.0,0.08152476847431521,0.7515306015588071,0.1682979002886885,0.023373891451273332,17,False
66.0,0.18965114510258285,0.1953983645372013,1.638100986836664e-15,0.7230803293944317,8,True
67.0,1.6078293532252965e-07,4.999999999876257,0.22932868873983223,-2.5392338676155646e-08,14,False
68.0,0.05471350990316252,0.2528726775403404,5.315970683429787e-16,0.543157008959449,10,True
69.0,5.740903830214728e-09,4.99999999999895,0.2566804383712095,-6.328437773817086e-10,11,False
72.0,4.594037966949304e-09,4.999999999999048,0.19621121838236527,-2.440818214211049e-09,8,False
73.0,4.136375702385654e-08,4.999999999999968,0.1831435263197332,-1.2080342948195266e-08,23,False
76.0,0.15503654103505526,0.06869028797203831,2.0527080060847742e-15,0.20240069034173924,8,False
77.0,4.2581100606282806e-08,0.00014267226162825491,0.24435481298860828,-7.240430477395421e-12,16,False
78.0,0.1558451590399013,0.03390385026924626,0.05650811864572724,0.03604652748653048,35,False
79.0,0.2275500774244898,0.3248745291340807,3.5156092529559286e-19,0.42734869925458696,4,False
80.0,2.1132689833796355e-11,4.999999999999998,0.21452549701491203,-2.716316060968893e-11,5,False
81.0,0.2356823849002061,0.08903375995827635,3.340194327604242e-14,0.6480515946639607,16,True
82.0,0.29968948981533744,0.120839938726829,1.3166839392194458e-16,0.6426163499071147,16,True
83.0,0.2707524865844215,1.060062393806672,0.21214212431239868,0.4842030370616701,13,False
85.0,0.3649196872941073,0.11580818961586208,7.543442310084092e-16,0.3993093696164194,5,False
86.0,0.09453869018107366,0.3631383824928329,0.220191976620964,0.06609835224798244,12,False
87.0,0.32290188127201674,0.3428018120239716,2.616554764923099e-17,0.5461398251576755,4,False
88.0,0.2241515482414194,0.07173448195235538,7.667961804401703e-13,0.7885075038970741,12,True
89.0,0.3401204311870808,0.4357669286522166,1.2406514712874426e-20,0.7307452592002055,4,False
91.0,0.25742193962370286,0.029644874324290735,6.191066291443532e-15,0.494219297361588,12,False
92.0,0.022534862191353013,2.5541539861967952,0.17023528286213055,0.016806482050856886,8,False
93.0,1.223373086654078e-10,4.999999999999999,0.345666047946258,-2.1871393585115584e-11,5,False
96.0,8.940761621140252e-11,4.999999770355116,0.26687526008221973,-1.8970136572704632e-10,4,False
98.0,0.07562465973442228,2.2887470803477556e-16,0.17367380838339735,-1.5543122344752192e-15,6,False
99.0,0.2629311497493379,0.094172424522776,4.8320441812982106e-15,0.6718579791669662,14,True
100.0,2.5248053066192153e-12,4.999999999999985,0.33170023745749466,-5.864198016070077e-12,5,False
101.0,0.2973309613503263,0.020348464648246772,9.148700488922838e-11,0.19248584767539045,6,False
102.0,0.19950900699957688,0.019242425469567212,2.0080402473194262e-11,0.09341815697222644,17,False
103.0,1.8001864443045309e-12,4.999999999999999,0.39608755320677863,-1.099564883588755e-12,5,False
104.0,0.02808305514559725,4.999999999280563,0.20020724943229637,0.0009538100860073673,22,False
105.0,0.30585729180234666,0.12776130038854522,1.9505610100699867e-18,0.10596217127056662,5,False
106.0,0.10906514666979467,0.08973260459658268,5.81743166627202e-14,0.7662672680778935,16,True
107.0,0.27625558726162,0.04292061348683861,5.522641114663814e-10,0.03502359345172734,8,False
108.0,0.2165630954962165,0.0741352674880822,2.3611893498264484e-17,0.3851332931563235,12,False
109.0,0.22776736179374252,0.042420377163426774,2.5081898229177577e-15,0.23549560155967353,12,False
112.0,0.2791084644430877,0.04935193737393938,1.5157948008715486e-15,0.21539827246688947,13,False
114.0,0.27948731465463694,0.07982142453324288,1.3385294023049158e-12,0.40149544339100085,10,False
115.0,0.2704693135728786,0.06722520113788101,2.4812607635877986e-12,0.7955544726388523,4,False
116.0,5.084130146618991e-21,2.697622394273056,0.5096200534234081,0.0,4,False
117.0,1.4714643230691023e-13,4.999999999999999,0.28402126287499396,-1.4166445794216997e-13,10,False
118.0,0.07254630774607275,0.544196358893041,0.24820952071258984,0.26549532855602254,8,False
119.0,0.20538505910325294,0.14919647063466704,2.9718481458592625e-14,0.4667275855359725,7,False
120.0,0.24546259761864503,0.3362565499269673,2.0265314021685568e-14,0.531736726213669,4,False
121.0,0.2076601882892896,0.24856693573673194,1.5221378690578093e-19,0.6527451616292498,8,True
122.0,2.9691250074771123e-09,4.999999991573201,0.2205083978563026,-8.146089802707479e-09,4,False
123.0,2.4480521756516446e-07,4.999999999994468,0.29471508775662997,-9.50870693294803e-09,20,False
124.0,0.04160627723261693,0.8719444916930504,0.2702820914864429,0.006370143349195612,17,False
125.0,0.45528468525872606,0.5054006583644843,9.889176394782895e-21,0.8121887971402586,4,False
127.0,0.3117712545601754,0.07990547220150879,1.6714200452499054e-13,0.3106436342384007,11,False
128.0,0.3851255818464098,0.10751061836132664,1.4753837756199713e-14,0.46985226254535006,9,False
129.0,4.366003719287341e-08,1.4961015082784706e-05,0.3006088668502176,-1.7163825916099995e-11,4,False
130.0,0.1793786746840723,0.117212015285121,0.11680689458168747,0.6685184051459131,4,False
131.0,0.03616350455360576,0.576938270795696,0.14387747279781166,0.03318912960410303,12,False
132.0,0.3131527726378153,0.19377518459240264,4.0749388892313695e-19,0.6882785003981657,7,True
133.0,0.25115132460031303,0.18716510606646122,4.189889240614737e-15,0.683207658266946,6,True
134.0,0.32895631719220386,0.09249416482382282,7.978728042483488e-18,0.24809887896362515,9,False
135.0,0.21984521370103396,0.008217149592283127,3.1669599120230205e-09,0.006219746978793572,12,False
137.0,0.15838880609505404,0.22491397247257866,6.312742902608087e-22,0.5381600619718785,7,True
138.0,0.017396885086736587,4.999999999999357,0.2475643695423903,0.00034804832462898005,19,False
139.0,0.17514021359192303,0.060087282049375114,2.6968976256014994e-10,0.09440463871388893,11,False
140.0,0.06189813040159772,0.730586382223548,0.20176706092572386,0.06114495194386804,13,False
142.0,0.2809247095934075,0.043879636526832196,3.009815111037909e-17,0.1367498306417808,10,False
144.0,2.844822182755365e-09,4.9999999999999005,0.34836712086922084,-3.372003565260684e-09,7,False
145.0,0.3569337642426704,0.0830184148290938,4.378138124705219e-14,0.1820646618171824,7,False
146.0,0.2554418714619328,0.07342912494603758,3.0147170667025006e-15,0.10575161483807172,11,False
147.0,0.24197091767000148,0.07329758319457629,1.2138466693111718e-15,0.1421121039305019,7,False
148.0,3.7420361981863135e-12,4.999999999999999,0.22942458720549835,-1.4055423491754482e-12,13,False
149.0,0.12064490145876822,1.3840981851428966,0.2020654067423255,0.04372446368963434,10,False
150.0,0.4430991892346568,0.23806465507311952,1.3077499758448093e-21,0.7329418262391725,6,True
152.0,0.289081197045582,0.2659056426522051,5.310618372059904e-17,0.7039619280395089,6,True
153.0,0.38434364754257744,0.3555932231089589,9.8326677622586e-21,0.7780313043119269,5,False
154.0,6.668060604899311e-10,4.999999999980105,0.2698522299523569,-1.7161851939562212e-09,8,False
155.0,0.34939406181111465,0.043845253817732945,4.0577581109560476e-17,0.5869265934344989,56,True
156.0,2.3423429243480764e-08,1.4017719236183751e-05,0.2991263705574142,-7.0112804451127886e-12,4,False
157.0,0.3051443100555729,0.07570004202347698,3.603708512730553e-13,0.2299458449449543,8,False
160.0,4.620362482013096e-08,0.0001330036526057608,0.18579691590449846,-1.6149970250012302e-11,5,False
161.0,0.42967498319353165,0.20785932806681065,2.709388481281544e-18,0.5434634862532561,7,True
162.0,9.74664745507779e-07,4.999999999991205,0.26601410921459184,-1.4450442842317557e-08,9,False
163.0,0.5034866846555522,0.4403399239826929,3.661870042071857e-24,0.7578227605631638,4,False
164.0,0.18970175940688724,0.10604193282008395,1.6860559324721122e-16,0.4555329669222622,8,False
165.0,0.23919447179425615,0.2335961767854497,4.5922578213971474e-20,0.8047002178943188,8,True
166.0,0.2218730547101216,0.017988357836597465,1.245296151635177e-12,0.15483841011974375,20,False
167.0,0.23989687896751513,0.2064307378931942,1.1399654161279842e-19,0.197583897631894,4,False
168.0,0.031174710468434806,1.0449024970155785,0.20683157085898887,0.015706805544657088,12,False
169.0,0.24504154603126058,0.1260162239023592,2.075190175770122e-16,0.6991124620834503,6,True
170.0,0.01690952378635159,1.0374768319037917,0.23356530493152788,0.006036811585745427,11,False
172.0,0.10196271918484542,2.2385686286024657e-20,0.198195899877667,-2.220446049250313e-16,8,False
173.0,0.34690273845032776,0.226239896030443,4.265463983943285e-17,0.5514922608291556,5,False
174.0,0.03234757468710817,0.18643210168835794,0.15459919416707052,0.9182396739796064,4,False
175.0,0.17604828172291684,0.10777571563361624,1.7859110076068363e-15,0.1830660386473174,6,False
176.0,0.33789410823947486,0.05389699485748741,2.7965794980987503e-12,0.8085202671088099,4,False
177.0,0.1771299417595338,0.0010570655719414573,0.018960701564156444,0.0008135673525430098,11,False
179.0,0.25253451492765927,0.02325920122751406,3.8730887729261796e-13,0.08278457833246955,13,False
180.0,0.15541942014840548,0.09646840802511002,0.09479921685747658,0.7763842128032257,15,True
182.0,0.26919105226179246,0.08976881680455251,1.0752012478470468e-06,0.8433770031817975,4,False
183.0,0.2550644332689512,0.0644386467678349,2.9339676685683995e-14,0.6115990368264004,15,True
187.0,9.71999864902897e-07,4.99999999999996,0.1888175871847792,-3.374696762037388e-07,9,False
188.0,1.0983330460193707e-10,4.999977278427616,0.24707766669940603,-1.7115198147621413e-11,15,False
189.0,1.1801252832766678e-09,5.075866528874454e-06,0.10441328296003032,-5.961897642237091e-13,4,False
190.0,0.23595964450657347,0.28465031896290244,1.1783614681561175e-16,0.37265677634235206,4,False
192.0,0.08637600766593241,0.07163054671779238,3.481473443946792e-15,0.3144878342443038,14,False
193.0,0.020183970712782308,0.34087375375810486,0.06981291912480453,0.27164678616750626,5,False
194.0,0.05250987977384306,1.0558947372924823,0.14480883671790087,0.18690822879872193,5,False
196.0,7.940700506284445e-09,2.9368935728394123e-05,0.19989956226705005,-1.1542322653212977e-11,4,False
198.0,0.04693547894097286,0.5501580097524104,0.14336998384832855,0.02680180214252892,18,False
199.0,1.2234325797580163e-11,4.999999999999975,0.288244005642086,-4.682698673263985e-12,6,False
200.0,0.0677541873010648,0.7082630074408791,0.11601431676491622,0.057523566033969464,12,False
202.0,0.17289639727048242,0.31928884529785295,1.745136230355043e-17,0.6682756089511083,6,True
203.0,0.01150789468644436,1.5055789121303613,0.20521040830822165,0.025154177677361722,8,False
204.0,0.03365715503737953,1.058490787997379,0.11978853690954265,0.0349474054197636,14,False
205.0,0.16259506683774239,0.28120727576557614,1.4573242315661711e-18,0.6713221667840106,5,False
206.0,0.18036698749453442,0.02389216881553545,1.118601985040502e-10,0.07714724051867028,15,False
207.0,2.796377034036416e-12,4.999999999999999,0.24420430770819618,-2.2173374247813626e-12,5,False
208.0,0.19519163967771963,0.07733975666813647,0.06084225239559293,0.34540046752786213,22,False
209.0,0.3123125081851685,0.16197981391534608,2.149042368675584e-18,0.23870944272817085,5,False
210.0,7.160621767933436e-07,4.050807259915856e-05,0.5012884436814968,-2.9200886153546435e-10,4,False
212.0,0.2876396259504031,0.1868134690769195,6.533741114933475e-16,0.5604402322237043,6,True
213.0,0.34885023230494766,0.04890433595110279,1.9433064811295787e-11,0.49250996611082654,9,False
214.0,0.046948846108811566,1.6360671643611693,0.28637950943991464,0.010168877865227799,14,False
220.0,0.16810698071374933,0.06997562041366753,7.579386755709192e-11,0.16202503035326754,14,False
221.0,0.3044011652422958,0.2855315523878171,6.193719972482095e-20,0.6132678359099898,6,True
222.0,0.18377913121937745,0.043217120247003936,2.3557381719554826e-12,0.10815170860210754,13,False
223.0,3.820944125636612e-09,4.9999999999995035,0.12118857106202936,-4.096977646028677e-09,7,False
225.0,0.28259966566803574,0.24242528243776665,1.0529353210972244e-17,0.5546061877511852,5,False
227.0,3.879447238594528e-11,4.999999999999999,0.1462257905899863,-1.1972645097557688e-11,6,False
228.0,4.977944324362362e-10,4.9999999999997335,0.48780222043018695,-3.6151792670580107e-10,5,False
229.0,0.2021980213175772,0.18360946885925483,0.2876827140636403,0.232601366292854,20,False
230.0,0.19602807211415246,0.5306517379938844,0.13633216596168055,0.30912519242761427,9,False
231.0,0.037402716761752906,0.21984403884283735,0.19942209555301077,0.12655723052797652,9,False
232.0,0.052904308268613295,0.8485468661006926,0.2777996392532513,0.004671384781312016,15,False
233.0,0.17125893069286005,0.2501124409689933,3.372283239816118e-19,0.5825181516102508,5,False
234.0,0.12576913888443797,0.42126082441672963,0.07916752148969593,0.9913687886663489,4,False
235.0,0.03807401486990307,0.8222542299199708,0.12329519939616977,0.9679994595928247,4,False
236.0,0.030839148987083592,4.9999999996858335,0.2525691101270745,0.29843070679646555,8,False
237.0,0.25569294552907607,0.2622103907264312,7.164557331863439e-20,0.7438211535677802,7,True
239.0,0.045195344533659164,1.0796905827684171,0.12581305180831853,0.7832180817304607,6,True
240.0,0.2639809062701925,0.20594712883012242,4.418977328772975e-18,0.6351296974864069,6,True
241.0,0.2637630592151673,0.022847754623318017,2.1962157545098057e-13,0.022997751905277752,9,False
242.0,0.37970790741217925,0.17321903540570854,4.849682284317469e-20,0.6503308729623687,9,True
243.0,0.20062134185693373,0.19402809296577983,1.0518044784752378e-19,0.6240841511838948,8,True
244.0,0.18539729026267496,0.30940263673456425,2.4518598043763714e-23,0.6248215971786752,5,False
246.0,0.23109447409990902,0.464216342075476,1.1398056142219811e-17,0.7094208222189179,4,False
248.0,0.16447041475119423,0.39949269912596014,4.4159808518842995e-20,0.8379964647604753,6,True
249.0,0.2926806107084305,0.1683523494628656,7.361179256275439e-25,0.4550209040863309,12,False
250.0,0.020760064151583817,4.9999999999932685,0.17229852544350535,0.031328063071163315,4,False
252.0,0.2549201480461795,0.07260667298899204,3.858992924090469e-13,0.31586718274572645,9,False
253.0,0.01967287284548261,4.999999999714478,0.18590635850962892,0.27307224813439257,4,False
257.0,0.024700158113402336,2.300751048186206,0.2247039838520762,0.0006816354311700579,36,False
258.0,1.0233847635037526e-08,4.9999999994492255,0.4372680682595732,-5.0390123185195534e-09,9,False
260.0,0.22755026209935725,0.01180149388467166,1.8816956039102404e-09,0.008630852865743166,14,False
261.0,0.2705075498251429,0.01869858894742939,1.0873228798139024e-11,0.13690843922161677,11,False
262.0,1.0787341454711528e-13,4.999999999999951,0.26041992813947795,-5.040412531798211e-14,7,False
263.0,0.025647561081791916,0.22220453692555484,0.15725214966030504,0.0716819786082763,17,False
264.0,0.26812853695448974,0.11958224564054044,2.5362230109733223e-14,0.7909017122828625,11,True
265.0,0.050010858078355806,6.855006520278921e-22,0.11373282447438857,0.0,5,False
266.0,0.07400411285302942,0.25861872554351656,0.12256000354526651,0.5683127561625736,19,True
270.0,0.008446960981816947,2.957121383450217e-17,0.5190939094932981,2.220446049250313e-16,7,False
271.0,0.16390980227102359,0.17428341861098262,5.387697525441765e-17,0.49250863331894024,8,False
272.0,0.21614837462854578,0.06579402963135601,8.162268211474053e-16,0.25149122085482467,9,False
276.0,0.24073417274815354,0.5793666797573647,9.56323186354984e-23,0.9062122189324131,4,False
277.0,0.20331561638564316,0.3415520123939713,5.676486441958373e-21,0.8347031076811379,7,True
279.0,5.442648648613889e-14,4.999999839449352,0.171538586853678,-1.9539925233402755e-14,5,False
280.0,0.18570710209406904,0.019995035332727926,8.562070617243556e-11,0.00440946090091987,7,False
282.0,0.16423057304287908,0.09497297974645917,4.093236229714089e-18,0.07928446062058747,5,False
283.0,0.25349978210205026,0.24733559869703464,2.13029192915452e-16,0.2893799908196619,4,False
284.0,4.844726143629339e-09,3.875455901458202e-05,0.20831424758168407,-8.536948925552679e-12,5,False
285.0,5.574028296720528e-12,4.999999999991589,0.45899785206005433,-3.4852121189032914e-12,8,False
287.0,0.10294472107422174,5.975566721900972e-17,0.15371452432569083,-3.3306690738754696e-15,5,False
288.0,0.1999625549369991,0.19701902554330872,8.16557298596522e-24,0.17033922805401525,4,False
289.0,0.23351255142648714,0.879576450051445,2.7830245028647323e-23,0.8976728872935726,4,False
291.0,0.4517366914502382,0.25182039724034166,6.585004228082019e-17,0.7270118613134109,6,True
294.0,0.4556176609781225,0.10932168585536471,2.350269638344963e-15,0.10596007348869063,5,False
301.0,5.542544800650809e-08,4.999999999560985,0.13684650215448382,-1.4554435234792606e-07,6,False
303.0,0.03687485132665403,0.734561250782128,0.39164105831314583,0.8455300616511965,4,False
307.0,1.9098216336906342e-10,4.999999999999948,0.2438625654697789,-9.865197547753723e-11,8,False
308.0,0.24543536734241478,0.12502667083785263,1.368075429924355e-25,0.03221074073897279,5,False
310.0,0.2904670477366981,0.15218507297316938,2.8802600812012395e-16,0.22182134167628054,5,False
311.0,0.1701849980268993,0.9491040912560986,0.1422274523479241,0.9615960872813595,10,True
313.0,0.090349930250897,3.892471212375485,0.32074090472350764,0.14663129099925265,9,False
325.0,0.20639453618999082,1.818771246610401e-15,0.3301614506810054,-1.5543122344752192e-15,6,False
326.0,0.021124760658148573,2.4115693307711374e-13,0.16074514157908154,-1.3100631690576847e-13,5,False
327.0,0.19775712880212298,0.38190978206000376,3.4331310322920674e-17,0.5011855207962423,4,False
329.0,0.24259258175733314,0.3289294345395794,9.169221724081394e-19,0.3992236739473001,4,False
330.0,0.06444691981860563,0.9344149947848956,0.17684660325919974,0.9686765834825424,7,True
335.0,8.040148492229605e-11,4.999999999999996,0.2552643101659162,-1.1397349730657425e-10,8,False
336.0,0.1641844321144946,0.38067035869644855,0.12301551231844869,0.32524112770668423,13,False
339.0,0.0785260599828928,2.7966182417029815e-18,0.183805635671788,0.0,4,False
340.0,8.89103648899598e-09,5.070365183097611e-05,0.0899347389740354,-2.561062473205311e-12,11,False
343.0,0.1218715655219947,0.37088679900306454,0.1472545617942917,0.7702969757481886,7,True
345.0,0.15393214337676042,9.769769728935878e-15,0.5789882160416704,-1.1102230246251565e-14,4,False
348.0,0.2088601953597559,0.4708085454351989,7.582927075770899e-15,0.509943650877528,4,False
349.0,0.14144953632576557,0.07127428020933921,1.2833613738674802e-12,0.28362881544314233,9,False
352.0,0.2256066949482072,0.20649647818877986,4.2272824771576725e-17,0.3865559879929964,5,False
359.0,0.0525072717244163,0.9758607698606413,0.1648188202784913,0.08051302895275259,8,False
361.0,0.1842626814008176,0.35246010477237355,7.299360456162535e-15,0.5736276853368005,4,False
362.0,0.16856070616457045,0.21695969279881613,1.8629697658786581e-19,0.412210474527294,5,False
363.0,7.076430781764899e-08,4.999999999944146,0.1578922744013044,-3.624614475228327e-08,8,False
365.0,0.19738736437978852,0.24069731452642817,4.4408713378673286e-14,0.919483269412608,5,False
367.0,1.7510176223288796e-10,4.999999999999999,0.4120527706664392,-4.2165382296843745e-11,5,False
368.0,0.3947388776100741,1.7222086642108008,0.03257959076250256,0.9819956510397067,6,True
372.0,1.0586580690163689e-08,4.999999998517698,0.3717432006410264,-7.262714429856487e-09,4,False
374.0,0.33996371092460254,0.11700586833775432,3.038229704928335e-11,0.4233063662615293,4,False
376.0,0.08581442472408837,0.20250649188575393,2.0676195921081098e-21,0.15751081916814247,4,False
378.0,8.550743525599616e-17,4.874206545924073,0.19495210467561888,-9.281464485866309e-14,10,False
379.0,0.15846774326508276,0.09988483510102109,7.619595011229391e-16,0.5127111261383193,9,True
380.0,0.6303907570393852,0.25561324978497796,1.9927646726020502e-16,0.5441382687688632,5,False
381.0,0.11963033582478531,0.024736255070076225,2.926700030210734e-14,0.007127797243120404,6,False
382.0,1.1405435327262116e-09,4.9999999997406235,0.4296121963414967,-1.1670435728916573e-09,6,False
387.0,0.06997826836756746,0.2341237396635868,4.303665584362286e-23,0.23289222597589831,4,False
388.0,0.059293251424352315,2.638654925714847e-15,0.4095530079660204,-1.1102230246251565e-15,4,False
389.0,0.07379815405768304,2.788362979189702e-17,0.187300678119643,-6.661338147750939e-16,8,False
392.0,0.06764967988474273,0.3717690271272897,1.5297662267779957e-16,0.47102475335079363,4,False
394.0,0.3199257407360488,0.20230175495100097,9.79703416575516e-18,0.30229440495893434,5,False
396.0,0.027552762433285926,6.754958015209869e-15,0.1856174830277205,-6.217248937900877e-15,5,False
397.0,0.020325246774913718,5.353306129290057e-21,0.23172682115160737,1.1102230246251565e-16,4,False
401.0,0.3098236017789986,0.0802485038447405,1.7471117221605755e-11,0.35920430230986655,5,False
402.0,0.305586439142026,0.013576420087383249,9.165236041821404e-10,0.055604738754371996,13,False
404.0,0.2341246807734634,0.3322760872910878,1.3283282908800551e-16,0.525860143209187,4,False
405.0,0.16988193031477555,0.2269055701854563,4.1655289393336806e-17,0.3299016928056516,6,False
407.0,0.4016326305550385,0.26425756245387405,1.2067485108272015e-15,0.5781597703596937,5,False
408.0,6.363829953157313e-09,4.9999999996848965,0.5138650816468862,-2.533695919737511e-09,7,False
409.0,0.171743730067714,0.4269621956429088,0.16129011527413492,0.9705585988503097,4,False
410.0,0.018392289428391426,1.7499828686321295,0.2702084701738497,0.2426660326196507,4,False
411.0,0.01653909897467507,4.999999999999571,0.27489133701140145,0.016166590887411902,4,False
412.0,0.11223638092235468,0.4294582049709618,0.17020107768019224,0.6970582878206519,4,False
413.0,0.2695713182800797,0.2798409012577679,4.813529904754454e-22,0.5952329748987193,5,False
419.0,0.15334177814117236,0.16218581847584354,2.721150403514364e-14,0.32505934426640837,4,False
420.0,0.40639573814207086,0.40531945960721016,2.4712867836860014e-11,0.9877078235480361,4,False
422.0,0.17844666146891433,0.06492867227625033,1.8588366907470425e-15,0.0655719388672702,6,False
424.0,0.14599022831752226,0.01475156238388553,2.9049736520802344e-13,0.040123110261017336,19,False
425.0,3.829038245481536e-09,4.999999999999999,0.19408722762348446,-1.3831003009556753e-10,27,False
426.0,0.15520400337020518,0.1363114119830056,2.3139529006387065e-14,0.15468600831757962,5,False
431.0,0.035880149738430574,0.36910670730783585,0.15813748447958303,0.0933751125823209,12,False
435.0,9.594158121633154e-09,4.999999999999888,0.18372422442942454,-6.183052514430187e-09,7,False
438.0,0.030945570205608345,0.43796575755965483,0.158096475797767,0.046154669623263644,6,False
439.0,0.21848600370899698,0.17002046330324966,6.739844173536911e-17,0.49361488929857045,6,False
441.0,0.21930479720350082,0.03337651540633277,4.545736024852041e-12,0.025424334855090214,11,False
443.0,0.009875845686070781,4.999999999898609,0.14143821018108382,0.01461655815373264,5,False
447.0,3.539733149732636e-10,4.999999999999997,0.06261830692143766,-1.6291545890112502e-10,8,False
448.0,0.19025262130285694,0.06845007645373556,3.582688849371299e-15,0.3902069560335132,18,False
449.0,0.09137656482048918,0.8589446881571453,2.5069832791466516e-23,0.8859399922201456,4,False
450.0,0.17285664230758196,0.1899034779026332,9.062751175735837e-21,0.612071199601049,8,True
462.0,0.4333472978579746,0.06253296436002746,3.500774659201202e-14,0.3986069167797277,4,False
466.0,0.35427050546222083,0.3772054081120275,1.312700258727621e-13,0.6805518939583435,4,False
468.0,0.2511922215441165,0.1735567244773756,8.128875051350705e-20,0.3757000630884584,6,False
470.0,0.05699266462477763,3.7127831064364216e-16,0.1130385310144252,-5.10702591327572e-15,4,False
471.0,2.5165952397630657e-08,4.999999989118028,0.31728351323095344,-1.4135159931427665e-08,5,False
477.0,5.900259826318138e-08,5.9905665187488224e-05,0.39773872843483826,-1.2942535931870225e-11,8,False
