questions,delta_static,n_students,q_error_rate,delta_cumulative,learning_effect,relative_improvement,before_error,after_error,delta_chronological,improvement_rate
27,-0.0172301743994735,4052,0.1594274432379072,-0.0465745538284398,0.0465745538284398,0.2282493080575673,0.2019590470565071,0.2437223042836041,0.0417632572270969,0.0155478775913129
28,0.0175814572169847,857,0.2928821470245041,0.0128825338094454,-0.0128825338094454,-0.0469275912904457,0.2418523425359362,0.3401574803149606,0.0983051377790243,0.2672112018669778
29,-0.064,500,0.15,-0.1214574898785425,0.1214574898785425,0.4819509373945732,0.4016393442622951,0.376,-0.025639344262295,0.0
30,-0.1582773707773707,546,0.0824175824175824,-0.1648958349224841,0.1648958349224841,0.6636591565758859,0.2715106732348111,0.2474437627811861,-0.024066910453625,0.36996336996337
31,0.1180811808118081,271,0.3911439114391143,0.1376518218623481,-0.1376518218623481,-0.5462110623805163,0.136,0.1229508196721311,-0.0130491803278688,0.0
32,0.0,537,0.0986964618249534,,,,,,,0.0
33,-0.01628664495114,307,0.2312703583061889,-0.0148148148148148,0.0148148148148148,0.0569232958588302,0.6666666666666666,0.3106060606060606,-0.356060606060606,0.0
34,-0.1360408733724097,1113,0.132973944294699,-0.1571438190245233,0.1571438190245233,0.5374219038556508,0.3222287047841307,0.3343589743589744,0.0121302695748437,0.2048517520215633
35,-0.0353610675039246,1274,0.06436420722135,-0.0567621445808414,0.0567621445808414,0.5002168222639942,0.1047237076648841,0.1477045908183632,0.0429808831534791,0.0094191522762951
36,-0.0111545599762419,641,0.1092043681747269,-0.0182628926695918,0.0182628926695918,0.1440211327778817,0.1406271390825376,0.1321100917431192,-0.0085170473394184,0.1638065522620904
37,0.0006049850770347,322,0.1118012422360248,-0.0076913705440768,0.0076913705440768,0.0638327144429471,0.1038813303099017,0.0477941176470588,-0.0560872126628429,0.15527950310559
38,-0.0214067278287461,327,0.1743119266055046,-0.0238289760348583,0.0238289760348583,0.1213302790457754,0.2320261437908496,,,0.0
39,0.0634671320535194,573,0.181500872600349,0.0579430870661237,-0.0579430870661237,-0.4651904079508737,0.0916821273964131,0.0771704180064308,-0.0145117093899822,0.0471204188481675
40,-0.0006497175141242,590,0.1169491525423728,-0.0101095993953136,0.0101095993953136,0.0787005436957186,0.0907039711191335,0.182370820668693,0.0916668495495594,0.0372881355932203
41,-0.0562467532467532,325,0.0523076923076923,-0.063353030255312,0.063353030255312,0.5423031638017831,0.1089590964590964,0.1161971830985915,0.0072380866394951,0.1569230769230769
42,0.0,592,0.1182432432432432,0.0,-0.0,-0.0,0.0,,,0.0
43,-0.0162804226660641,603,0.1094527363184079,-0.0257151494123146,0.0257151494123146,0.1888488557659428,0.1183409829895373,0.1267217630853994,0.0083807800958621,0.1509121061359867
44,0.2334521317500149,289,0.5259515570934256,0.2323393557123828,-0.2323393557123828,-0.7886277439401834,0.2317084000010829,0.3375796178343949,0.1058712178333119,0.2110726643598615
45,0.1006296362296019,289,0.231833910034602,0.1141789697026054,-0.1141789697026054,-0.9622774187331152,0.1155218125124198,0.1327800829875518,0.017258270475132,0.2664359861591695
46,-0.0034013605442176,294,0.2551020408163265,-0.1666666666666666,0.1666666666666666,0.4985044865403789,0.5,,,0.0
47,0.1694794049067993,971,0.466529351184346,0.1742254861800586,-0.1742254861800586,-0.6011219875960643,0.2123409872257798,0.3388235294117647,0.1264825421859848,0.0792996910401647
48,0.0,284,0.3732394366197183,,,,,,,0.0
49,0.0612244897959183,294,0.3333333333333333,0.0848017621145374,-0.0848017621145374,-0.3378556259543325,0.2008928571428571,0.3333333333333333,0.1324404761904761,0.0
50,0.1537374473598963,294,0.4115646258503401,0.2315300831443688,-0.2315300831443688,-1.1542970214648527,0.1294821154268159,0.4,0.2705178845731841,0.0
51,0.0380995180702837,794,0.1964735516372796,0.0410214589269768,-0.0410214589269768,-0.2559996050025181,0.1528850845191165,0.1775456919060052,0.0246606073868886,0.1284634760705289
52,0.0742294520547945,292,0.3493150684931507,0.1018048534294907,-0.1018048534294907,-0.4123901303068541,0.2822222222222222,0.1282051282051282,-0.154017094017094,0.2397260273972602
53,0.0660322952710496,289,0.2491349480968858,0.0727820844099913,-0.0727820844099913,-0.4039950086297159,0.1200787401574803,0.0,-0.1200787401574803,0.0034602076124567
54,0.0,296,0.1756756756756756,,,,,,,0.0
55,0.0,290,0.1137931034482758,,,,,,,0.0
56,0.1519425364730794,832,0.2980769230769231,0.1622449964539128,-0.1622449964539128,-1.1703110167080144,0.1119727564980729,0.25,0.138027243501927,0.1177884615384615
57,-0.0576187492577016,849,0.1118963486454652,-0.0671049648523543,0.0671049648523543,0.3728026398716653,0.1665781856201018,0.2042857142857143,0.0377075286656125,0.3109540636042402
58,0.1105829355829356,234,0.3974358974358974,0.1295979138754532,-0.1295979138754532,-0.486749306698281,0.2567421665635951,0.1694915254237288,-0.0872506411398663,0.1025641025641025
59,0.0226865414440806,829,0.2014475271411339,0.0346269528398306,-0.0346269528398306,-0.2005260892762171,0.1578866768759571,0.2027027027027027,0.0448160258267456,0.0120627261761158
60,-0.0077766532116304,854,0.167447306791569,-0.015974918090393,0.015974918090393,0.0865293326063448,0.1669141839840764,0.1771269177126917,0.0102127337286153,0.3173302107728337
61,-0.0201534843663948,1766,0.160815402038505,-0.0232099935789817,0.0232099935789817,0.1286475086142202,0.1763659778376759,0.3865814696485623,0.2102154918108864,0.0130237825594563
62,0.078110599078341,217,0.2534562211981567,0.0838702749140893,-0.0838702749140893,-0.4942062073818334,0.0993788819875776,0.1527777777777778,0.0533988957902001,0.032258064516129
63,-0.0195425208807896,878,0.0694760820045558,-0.0336993089652664,0.0336993089652664,0.331026604490976,0.1507417102966841,0.0661157024793388,-0.0846260078173452,0.020501138952164
64,0.075007549319833,1020,0.2549019607843137,0.0768606998889105,-0.0768606998889105,-0.4267865091548687,0.1570034538973933,0.1884615384615384,0.0314580845641451,0.2686274509803921
65,0.063009708737864,2060,0.2766990291262136,0.1192243359985295,-0.1192243359985295,-0.9734946919595586,0.0551181102362204,0.0501504513540621,-0.0049676588821582,0.0009708737864077
66,-0.0455321285140562,996,0.0803212851405622,-0.0661723163841808,0.0661723163841808,0.4902781556750873,0.1334283000949667,0.178125,0.0446966999050332,0.0060240963855421
67,0.0218658376301688,471,0.1995753715498938,0.0427771686159844,-0.0427771686159844,-0.2711118043260214,0.0938679245283019,0.166189111747851,0.0723211872195491,0.0700636942675159
68,0.0085205992509363,178,0.1685393258426966,0.0222222222222222,-0.0222222222222222,-0.1383734826089691,0.1574074074074074,0.1764705882352941,0.0190631808278867,0.0280898876404494
69,0.0250072275224053,1153,0.5828274067649609,0.127906976744186,-0.127906976744186,-0.3538570417551309,0.1724137931034483,0.1304347826086956,-0.0419790104947526,0.002601908065915
70,0.063780260707635,179,0.4469273743016759,0.0363924050632911,-0.0363924050632911,-0.0906825637143578,0.2970085470085469,0.5,0.202991452991453,0.0
71,-0.0622732635653984,890,0.0764044943820224,-0.1460315211484042,0.1460315211484042,0.6645082027116418,0.3020172826531208,0.2764227642276423,-0.0255945184254785,0.0202247191011235
72,-0.02757793764988,417,0.0455635491606714,-0.0659574468085106,0.0659574468085106,0.5394118670610754,0.2254901960784313,0.1269841269841269,-0.0985060690943044,0.0023980815347721
73,-0.0447022428460943,431,0.0719257540603248,-0.16015625,0.16015625,0.6945176396187493,0.3125,,,0.0
74,0.0,530,0.1396226415094339,,,,,,,0.0
75,0.0,425,0.1247058823529411,,,,,,,0.0
76,0.0,269,0.2453531598513011,,,,,,,0.0
77,-0.0613382899628252,269,0.1301115241635687,-0.240506329113924,0.240506329113924,0.6766622742975177,,0.5316455696202531,,0.0
78,0.0337995337995338,429,0.1864801864801865,0.0560344827586206,-0.0560344827586206,-0.47737955346651,0.0,0.0476190476190476,0.0476190476190476,0.0
79,0.0886772242432619,2385,0.2691823899371069,0.0935230195849271,-0.0935230195849271,-0.5283800895503247,0.1775962992385864,0.1564245810055866,-0.0211717182329998,0.0746331236897274
80,-0.0220398107820764,2067,0.1654571843251088,-0.0250037986142918,0.0250037986142918,0.1290660751802104,0.2089055973266499,0.2058472553699284,-0.0030583419567215,0.0556361877116594
81,0.0509075718556935,2795,0.3724508050089445,0.0531090505462098,-0.0531090505462098,-0.1600112502627351,0.3350705331992415,0.2382198952879581,-0.0968506379112834,0.1506261180679785
82,-0.0021031012788602,4216,0.1719639468690702,-0.0057001442300276,0.0057001442300276,0.0316587646044377,0.1828413226340055,0.1574344023323615,-0.025406920301644,0.2201138519924098
83,-0.0396782727427888,279,0.025089605734767,-0.0446679035250463,0.0446679035250463,0.6280422590322161,0.0877604166666666,0.0607287449392712,-0.0270316717273954,0.03584229390681
84,-0.0320868125086585,3781,0.0838402539010843,-0.0297271215630381,0.0297271215630381,0.2581063145878084,0.1591658424002637,0.0918367346938775,-0.0673291077063861,0.0610949484263422
85,-0.0828608505691839,288,0.0451388888888888,-0.1011808704963466,0.1011808704963466,0.6868112663133161,0.1639425139425139,0.1856060606060606,0.0216635466635466,0.1145833333333333
86,-0.0440255731922398,270,0.0555555555555555,-0.0556103972453178,0.0556103972453178,0.4957867860672676,0.1073412698412698,0.057471264367816,-0.0498700054734537,0.2185185185185185
87,-0.0668621828293361,274,0.0328467153284671,-0.0615329087839515,0.0615329087839515,0.6451368345866628,0.1228515625,0.1011235955056179,-0.021727966994382,0.2116788321167883
88,-0.0453219559428709,459,0.0958605664488017,-0.0486859435132077,0.0486859435132077,0.3345043692625521,0.1602118829183049,0.1472684085510688,-0.012943474367236,0.2723311546840958
89,-0.0069750367107195,454,0.0969162995594713,0.0,-0.0,-0.0,0.15359477124183,,,0.0
90,-0.0620622870834121,1308,0.0665137614678899,-0.0719438912658609,0.0719438912658609,0.5143737095142885,0.1191750266770876,0.1934604904632152,0.0742854637861275,0.1574923547400611
91,0.0,453,0.0905077262693156,,,,,,,0.0
92,-0.052023988005997,1334,0.0509745127436281,-0.0872960911049553,0.0872960911049553,0.6722978898912946,0.1786120591581342,0.2373540856031128,0.0587420264449786,0.0037481259370314
93,-0.0137662296929025,796,0.0603015075376884,-0.0188529400761996,0.0188529400761996,0.2371510293968677,0.0869227251943301,0.0624092888243831,-0.0245134363699469,0.1306532663316583
94,-0.0128817484440584,2303,0.0447242726877985,-0.0149152542372881,0.0149152542372881,0.2914872474329248,0.0621387283236994,0.0667244367417677,0.0045857084180683,0.0
95,0.0,1135,0.105726872246696,0.0833333333333333,-0.0833333333333333,-83.33333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0
96,0.0486753712237583,2325,0.2240860215053763,0.0662910528054813,-0.0662910528054813,-0.3751895031801213,0.1487933084698124,0.2576530612244898,0.1088597527546773,0.0735483870967741
97,0.117109265411591,1075,0.3572093023255814,0.1488455428766489,-0.1488455428766489,-0.7266336283731486,0.1755693017947919,0.0425531914893617,-0.1330161103054302,0.0111627906976744
98,0.0432775410950014,756,0.1402116402116402,0.0474645791528465,-0.0474645791528465,-0.512081058259582,0.0339364110565524,0.0516759776536312,0.0177395665970788,0.0198412698412698
99,0.0511596880131362,232,0.25,0.0449903381642512,-0.0449903381642512,-0.2255291325616312,0.2402380952380952,0.2128712871287128,-0.0273668081093823,0.1034482758620689
100,0.0303362422410041,693,0.2236652236652236,0.0270841361592806,-0.0270841361592806,-0.1368547107293184,0.2341042154566744,0.2540983606557377,0.0199941451990632,0.1443001443001443
101,-0.046991088833194,570,0.1245614035087719,-0.054387474232117,0.054387474232117,0.2948176000484744,0.1940862551917318,0.2432432432432432,0.0491569880515114,0.1052631578947368
102,-0.0055191017789442,4191,0.0541636840849439,-0.0061859370094717,0.0061859370094717,0.102672635494965,0.0599794766546947,0.0541627978953884,-0.0058166787593062,0.0644237652111667
103,0.0781539701733172,1654,0.4310761789600967,0.190296803652968,-0.190296803652968,-0.8480180693472245,0.0896110290497292,0.1333333333333333,0.0437223042836041,0.0012091898428053
104,-0.0048639115845089,4821,0.1904169259489732,-0.0103377087887122,0.0103377087887122,0.0512576578023983,0.1781972789115646,0.1866412213740458,0.0084439424624812,0.0443891308857083
105,-0.0900986129079698,579,0.1243523316062176,-0.1131293220976353,0.1131293220976353,0.4743732708182221,0.2284528272569788,0.3550295857988165,0.1265767585418376,0.2037996545768566
106,0.0653895274584929,174,0.2873563218390804,0.0571670345842531,-0.0571670345842531,-0.2430326368837767,0.1747203579418344,0.4,0.2252796420581655,0.0
107,0.0827910958904109,584,0.172945205479452,0.1071880745994221,-0.1071880745994221,-1.7383553007131234,0.0,0.3666666666666666,0.3666666666666666,0.0
108,0.1212443983418803,563,0.2877442273534636,0.1142862174776236,-0.1142862174776236,-0.6351109108352189,0.1399508964644925,0.4285714285714285,0.288620532106936,0.0035523978685612
109,0.143345249694456,567,0.3068783068783068,0.1575085072721521,-0.1575085072721521,-1.0582759623101567,0.1214002791588998,0.2666666666666666,0.1452663875077668,0.0052910052910052
110,-0.0008506343713956,578,0.0830449826989619,-9.09752547307122e-05,9.09752547307122e-05,0.0010288150519757,0.092773232641074,0.1818181818181818,0.0890449491771077,0.0069204152249134
111,0.0602119460500963,173,0.3179190751445087,0.2012195121951219,-0.2012195121951219,-0.764525993883792,0.0675675675675675,0.1818181818181818,0.1142506142506142,0.0057803468208092
112,0.1753178292125902,576,0.3923611111111111,0.1914127962372868,-0.1914127962372868,-0.9478306187247963,0.1981190722857389,0.1130952380952381,-0.0850238341905008,0.2795138888888889
113,0.0964912280701754,171,0.5672514619883041,0.1772151898734177,-0.1772151898734177,-0.4985932547455394,0.1139240506329113,,,0.0
114,-0.0849686879960317,256,0.12890625,-0.0970623445059535,0.0970623445059535,0.4341505193051577,0.2688372093023256,0.2153846153846154,-0.0534525939177101,0.03125
115,-0.0948729057738797,3080,0.0094155844155844,-0.1099262491629799,0.1099262491629799,0.915307960930117,0.1439883422248567,0.0866873065015479,-0.0573010357233087,0.2016233766233766
116,-0.1014954088024339,1153,0.0450997398091934,-0.1021122537556689,0.1021122537556689,0.6887788649325286,0.1899912244238141,0.1145833333333333,-0.0754078910904808,0.2402428447528187
117,0.0,214,0.0186915887850467,,,,,,,0.0
118,-0.0522701684374093,956,0.0711297071129707,-0.0546517471412861,0.0546517471412861,0.4310705178667814,0.1296719439290868,0.0814639905548996,-0.0482079533741871,0.1903765690376569
119,-0.0420847070934713,1141,0.1025416301489921,-0.0367473818474758,0.0367473818474758,0.2634187539250134,0.1645256552233296,0.0951351351351351,-0.0693905200881944,0.2269938650306748
120,-0.0381578947368421,380,0.0526315789473684,-0.0689655172413793,0.0689655172413793,0.5875440658049353,0.1731601731601731,0.0,-0.1731601731601731,0.0
121,-0.0314642961296504,2286,0.0516185476815398,-0.1110904366930805,0.1110904366930805,0.6863486297887579,0.144889663182346,0.2758620689655172,0.1309724057831711,0.0
122,0.0378119429590017,374,0.2647058823529412,0.0656228240986605,-0.0656228240986605,-0.395650832830221,0.1697063805759457,0.2,0.0302936194240542,0.0213903743315508
123,0.0045871559633027,327,0.0856269113149847,0.0109890109890109,-0.0109890109890109,-0.178858880343409,0.0564971751412429,0.0,-0.0564971751412429,0.0
124,-0.0449972117679268,881,0.0522133938706015,-0.0452304301774104,0.0452304301774104,0.4628676622095651,0.1110471929263875,0.0574282147315855,-0.053618978194802,0.2429057888762769
125,-0.0005299173300835,987,0.1661600810536981,-0.0114580771658458,0.0114580771658458,0.063905408696493,0.1808902208902209,0.1940298507462686,0.0131396298560477,0.232016210739615
126,0.0012866191607284,5052,0.448535233570863,-0.0051020408163265,0.0051020408163265,0.0138511828910188,0.5335820895522388,0.2113207547169811,-0.3222613348352577,0.0
127,0.0,358,0.0446927374301676,,,,,,,0.0
128,-0.0001888217522658,1324,0.0415407854984894,-0.0058224163027656,0.0058224163027656,0.0718300501014599,0.072,0.0769230769230769,0.0049230769230769,0.0
129,-0.0045787545787545,546,0.3882783882783883,-0.0204081632653061,0.0204081632653061,0.0623091781419403,0.62,0.1923076923076923,-0.4276923076923077,0.0018315018315018
130,0.0379716524835847,1453,0.1858224363386098,0.03700338151501,-0.03700338151501,-0.251936208391375,0.1390227329820631,0.1197053406998158,-0.0193173922822472,0.0619408121128699
131,0.0426829268292682,82,0.3048780487804878,0.0434782608695652,-0.0434782608695652,-0.1810610175629187,0.1,0.1538461538461538,0.0538461538461538,0.0
132,0.1,81,0.2716049382716049,0.0929487179487179,-0.0929487179487179,-0.5242985247324269,0.0675675675675675,0.1194029850746268,0.0518354175070592,0.037037037037037
133,0.0733442802408319,87,0.2758620689655172,0.0888138138138138,-0.0888138138138138,-0.4867671746930446,0.1875,0.171875,-0.015625,0.0459770114942528
134,-0.0225806451612903,155,0.1419354838709677,-0.108695652173913,0.108695652173913,0.4526525439072967,0.3461538461538461,0.2,-0.1461538461538461,0.0
135,-0.0607142857142857,168,0.0714285714285714,-0.0961538461538461,0.0961538461538461,0.5523641184268671,0.2922705314009661,0.1698113207547169,-0.1224592106462491,0.0297619047619047
136,0.0340473465235006,2621,0.3082792827165204,0.0518632440253455,-0.0518632440253455,-0.1891177881099191,0.2291304347826087,0.2964169381107492,0.0672865033281405,0.0339565051507058
137,-0.0057752667922159,531,0.1450094161958568,-0.0281746031746031,0.0281746031746031,0.2014070123680926,0.1413502109704641,0.0652173913043478,-0.0761328196661163,0.0018832391713747
138,0.0102417409837904,849,0.3121319199057715,0.0283260668516316,-0.0283260668516316,-0.0996667393403307,0.2782821229050279,0.3527131782945736,0.0744310553895457,0.1177856301531213
139,-0.041776328327328,406,0.0886699507389162,-0.0755965981213506,0.0755965981213506,0.4631285732949278,0.1627373554950156,0.1473988439306358,-0.0153385115643798,0.1453201970443349
140,0.0071406376672031,124,0.1774193548387097,-0.0006488159933907,0.0006488159933907,0.0036232904506469,0.2014965986394558,0.1320754716981132,-0.0694211269413425,0.2419354838709677
141,0.0422840600259955,403,0.2952853598014888,0.0738506944444444,-0.0738506944444444,-0.3491357376188053,0.2227138643067846,0.1464285714285714,-0.0762852928782132,0.0397022332506203
142,0.0785373711683755,1374,0.6564774381368268,0.2293963680530539,-0.2293963680530539,-0.6028932383457493,0.3024417333508243,0.227405247813411,-0.0750364855374132,0.019650655021834
143,0.0067567567567567,222,0.1261261261261261,-0.0178571428571428,0.0178571428571428,0.1241310824230387,0.0961538461538461,0.125,0.0288461538461538,0.0
144,0.0333478738456114,221,0.2036199095022624,0.0184673813473163,-0.0184673813473163,-0.1055153029875356,0.1709198209198209,0.1448275862068965,-0.0260922347129243,0.2760180995475113
145,-0.0191102053110088,1481,0.1276164753544902,-0.0208926952296747,0.0208926952296747,0.13559940176184,0.1570875826930365,0.1501272264631043,-0.0069603562299322,0.1978392977717758
146,-0.0578805829956725,345,0.1014492753623188,-0.056126959144254,0.056126959144254,0.3539430692051628,0.1677773161418021,0.1504424778761062,-0.0173348382656959,0.3130434782608696
147,-0.0485557299843014,455,0.1472527472527472,-0.0686996144409393,0.0686996144409393,0.3397746046219747,0.2242666666666666,0.3157894736842105,0.0915228070175438,0.0263736263736263
148,0.0543071161048689,89,0.5168539325842697,0.0571161048689138,-0.0571161048689138,-0.1239666062414138,0.5390070921985816,0.48,-0.0590070921985815,0.1573033707865168
149,0.0881720430107527,310,0.5032258064516129,0.0998914223669924,-0.0998914223669924,-0.2500536800019569,0.3729372937293729,0.3703703703703703,-0.0025669233590025,0.0806451612903225
150,-0.05142938127632,490,0.1877551020408163,-0.0413524449035812,0.0413524449035812,0.1827839477375277,0.2109792284866468,0.2679558011049723,0.0569765726183254,0.073469387755102
151,0.0561720766738067,289,0.259515570934256,0.1011708316185311,-0.1011708316185311,-0.6482944010226938,0.1659878419452887,0.1775700934579439,0.0115822515126551,0.1799307958477508
152,0.0275952294024583,5478,0.3263964950711939,0.0968342644320297,-0.0968342644320297,-0.3827178363684984,0.1670588235294117,0.175494071146245,0.0084352476168333,0.0036509675063891
153,-0.0329157639177,2066,0.3015488867376573,-0.029220931814296,0.029220931814296,0.0926747661827496,0.3198219050078074,0.3672161172161172,0.0473942122083098,0.063407550822846
154,0.0963400882673486,1471,0.4201223657375935,0.1188323796351609,-0.1188323796351609,-0.3941365924253605,0.2520098625224148,0.2670157068062827,0.0150058442838679,0.0577838205302515
155,-0.0279657194406856,739,0.2557510148849797,-0.0412928456406717,0.0412928456406717,0.1380931755814338,0.3348540145985401,0.3004694835680751,-0.034384531030465,0.0
156,0.0578734677219525,1782,0.3086419753086419,0.0973387566613547,-0.0973387566613547,-0.4969998730945203,0.1613833746898262,0.1394769613947696,-0.0219064132950566,0.0437710437710437
157,0.0,136,0.4852941176470588,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
158,-0.1373931080996298,460,0.0543478260869565,-0.1541378620161515,0.1541378620161515,0.734121179903082,0.3346813725490196,0.2787286063569682,-0.0559527661920513,0.1413043478260869
159,-0.0253466508126239,6921,0.1689062274237827,-0.0321001081632638,0.0321001081632638,0.1359109010849331,0.2634737951589664,0.2498878420816509,-0.0135859530773154,0.1176130616962866
160,-0.0679867691757554,1598,0.04630788485607,-0.0958578788762515,0.0958578788762515,0.6817655424553901,0.1826594090202177,0.2065462753950338,0.0238868663748161,0.0469336670838548
161,0.0,775,0.0632258064516129,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
162,0.0,1377,0.0355846042120551,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
163,-0.033102744277458,4018,0.0537580886012941,-0.056280802879949,0.056280802879949,0.5029966354285937,0.100424877868698,0.1485053037608486,0.0480804258921505,0.0816326530612244
164,0.0004574565416285,1093,0.0539798719121683,0.002008032128514,-0.002008032128514,-0.0425568133458166,0.0426356589147286,0.05,0.0073643410852713,0.0
165,0.006302569706603,1438,0.1794158553546592,0.0213027403944033,-0.0213027403944033,-0.1287518709014835,0.1511070110701107,0.1714285714285714,0.0203215603584607,0.0139082058414464
166,-0.1020121711817824,849,0.1060070671378091,-0.1732587802562885,0.1732587802562885,0.6605401209506876,0.2691093474426807,0.3656716417910448,0.096562294348364,0.0530035335689045
167,0.001483262886052,1219,0.2190319934372436,-0.0025918660367836,0.0025918660367836,0.0114123457965537,0.1831002331002331,0.2113449222323879,0.0282446891321548,0.0254306808859721
168,0.1103663993198876,129,0.2790697674418604,0.1373137111903723,-0.1373137111903723,-0.961876608222293,0.1129785247432306,0.2068965517241379,0.0939180269809073,0.1162790697674418
169,-0.0808273667462211,419,0.2243436754176611,-0.0836567265795207,0.0836567265795207,0.2762826598144819,0.3877551020408163,0.306547619047619,-0.0812074829931972,0.1026252983293556
170,0.0338235294117647,408,0.3357843137254901,0.0430350301039956,-0.0430350301039956,-0.1469071490764235,0.28505291005291,0.2974683544303797,0.0124154443774696,0.071078431372549
171,-0.1739583333333333,224,0.0446428571428571,-0.2460077519379845,0.2460077519379845,0.8727037729622704,0.365,0.4,0.035,0.0848214285714285
172,-0.0219381770675499,675,0.1155555555555555,-0.0266914096720419,0.0266914096720419,0.1841796186696632,0.1910146506984451,0.0341614906832298,-0.1568531600152153,0.2074074074074074
173,-0.0877029689901655,450,0.04,-0.0983766046747335,0.0983766046747335,0.7035642477652427,0.1741015735319533,0.0938511326860841,-0.0802504408458691,0.28
